Unnamed: 0,Unnamed: 1,Unnamed: 2,Код,Группа,Наименование,Ед. изм.,Количество,Приходная цена,Розничная цена
,,,1118872,Химия/Бытовая химия,Гель для устронения засоров 500 мл,шт.,3,252,310
,,,506,Весовые товары/Молочка весовая,Масло сливочное любительский спред,кг,0.1,310,385
,,,110736,Продукты Питания/Полуфабрикаты,Тесто слоеное Звездное 500гр Дрожжевое,шт.,3,127.99,170
,,,2000999844388,Химия/Для себя/Полость рта,Зубной гель клубника 75 гр,шт.,3,80.04,0
,,,1118594,Напитки/Вода,Вода только Вода 0.5 мл,шт.,3,24.99,40
,,,1115830,Детские товары,Финики Аджва,шт.,6,319.5,468
,,,94998,Чипсы,Мега Чипсы 100гр Острые/Пицца пеперони,шт.,24,92.37,120
,,,98680,Химия/Бытовая химия/Порошки,порошок Чайка 2кг,шт.,5,180,220
,,,69,Весовые товары/Выпечка,Пышка шалунишка в белой глазури 60сут (Альфа),кг,3.66,323.333333333333,398
,,,1119096,Для дома,Отвертка маленькая,шт.,2,55,75
,,,97492,Масла/Масла сливочные,Масло Сливочное из приэльбрусья 380гр 82.5пр,шт.,6,350,420
,,,2000999844343,ДЛЯ КАССЫ/Химия,Многофункциональное чистящее средство 1 л,шт.,2,650,778
,,,332,Весовые товары/Драже,Мармелад в форме ромба(Альфа),кг,3,308,
,,,2000999844278,Детские товары,Порошок для стирки Бимбо 6 кг,шт.,1,428,535
,,,101920,Химия/Бытовая химия/Порошки,Порошок Перос 3кг Для белого билья,шт.,9,335,450
,,,2000999843986,ДЛЯ КАССЫ/Аксессуары,Кабель Х-901,шт.,2,210,350
,,,1119510,Одежда/Носки/Гольфы,Носки женские 689,шт.,10,90,150
,,,1119344,Химия/Для себя/Крем,Крем увлажняющий для лица я самая,шт.,4,158.04,200
,,,97251,Продукты Питания/Молочка/Сметана/Творог,Творог классичечкий Савушкин 300гр 9пр,шт.,5,129.6,160
,,,103898,Детские товары,Подгузники Слипи натурал 7-ка 32шт,шт.,5,750,900
,,,1119078,Напитки/Кофе/Какао/Сливки/Кофе,Кофе бушидо 75 гр мягкая упак,шт.,2,630,756
,,,400,Весовые товары/Выпечка,Заварные пальчики арма,кг,0.846,315,385
,,,1118515,Для дома/Мешки для мусора,Мусорные пакеты плюше 240 л черные,шт.,7,266.04,320
,,,902,Химия/Ароматная,Конфеты Леди Ночь / День,кг,0.444,438.5,527
,,,110971,Детские товары,Фрукто Хвостик 15гр Фрукто Няня,шт.,3,58.73,110
,,,2000999844014,Кошачьи товары,Бургер мини,шт.,21,15,30
,,,101002,Напитки/Соки,Сок Добрый Кока Кола 1.5л,шт.,19,84.4551851851852,130
,,,2000999844117,Химия/Для себя/Прокладки,Влажные салфетки цветок 120 шт,шт.,10,85,125
,,,106650,Напитки/Соки,Добрый Апельсин 0.25л ст,шт.,5,51.25,75
,,,2000999844402,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Пшено золотое Мистраль 900 гр,шт.,4,100.92,0
,,,1119347,Сладкое/Конфеты/Печенья упаковки,Мохито лемонарий голубика,шт.,10,52,75
,,,1118346,Служебная группа,Духи женские Виктория секрет 100 мл,шт.,4,299,2350
,,,2000999844066,Напитки/Соки,Мед натуральный 950 гр,шт.,5,398.8,1250
,,,1118513,Химия/Ароматная,Армотизатор воздуха персик 250 мл,шт.,4,106.02,136
,,,389,Весовые товары/Мясное,Креветки весовые Северные,кг,5,690,
,,,1119599,Химия/Для себя,Кусачки детские,шт.,10,30,50
,,,110449,Продукты Питания/Консервы/Зелень,Сахар Сладкий 500гр Здоровые Сладости,шт.,10,215.88,262
,,,36,Фрукты/Овощи/Зелень/Овощи,Перец острый,кг,6.888,198.473282442748,240
,,,1119733,Химия/Для себя,Сильве губка мини черная,шт.,6,46,68
,,,109519,Напитки/Чай/Кисель,Чай Марьям Кения 100 гр,шт.,4,50,87
,,,1361,Сладкое/Прочее/Киндер,Киндер Чоколат Мини 120 гр,шт.,4,290,345
,,,2000999844238,Детские товары,Соска Ента,шт.,12,350,418
,,,2000999844211,Детские товары,Пенка для интимной гигиены для девочек лилу,шт.,2,344,417
,,,1119265,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр плавленый с белыми грибами 180 гр,шт.,2,92,115
,,,2000999844178,Сладкое/Прочее/Милка,Сластилэнд в форме пончика 35 гр,шт.,30,8,20
,,,108418,Детские товары,Сок Фруто няня 0.2л 5+,шт.,13,32,68
,,,2000999844199,Детские товары,Жидкое мыло детское 1 л Бимбо,шт.,3,178,227
,,,108550,Напитки/Вода,Минералка Ачалуки 0.5 стекло,шт.,2,39.5833333333333,60
,,,2000999844400,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Фасоль Мистраль 450гр,шт.,4,150.16,0
,,,107948,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Томатная паста 500гр Корона Кавказа,шт.,7,108.333333333333,137
,,,402,Весовые товары/Выпечка,Пряники Ставропольские (Зебра) 30сут (Альфа) 20дн,кг,2.472,144.8,205
,,,585,Весовые товары/Выпечка,Финик зеленый,кг,7.79,270,350
,,,110653,Химия/Для себя/Мыло,Мыло Хозяйственное 5л Веста,шт.,1,385,485
,,,97879,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Обыкновенное чудо 40гр,шт.,15,18.75,28
,,,97491,Масла/Масла сливочные,Масло сливочное Хозяюшка 180гр 72.5пр,шт.,64,135,168
,,,1119710,ДЛЯ КАССЫ/Химия,Гель для стирки Амвэй1 л,шт.,1,1450,1687
,,,100121,Одежда/Колготки,Колготки Конте Соло 20ден 2-5,шт.,13,125,215
,,,106621,Сладкое/Мармелад/Драже/Карамель,Альбени Тане Тане 67гр Улькер,шт.,6,112,132
,,,1119629,Игрушки,Тарелки праздничные,шт.,22,70,120
,,,2000999844193,Детские товары,Крем под подгузник наша мама,шт.,3,204,247
,,,991,Весовые товары/Мясное,Стейк Семги весовой,кг,1.838,1760,2335
,,,1119475,Весовые товары/Вафли вес,Печенье колечки Сладость,шт.,2,196,250
,,,108084,Напитки/Соки,Нектар Баринофф 1л Апельсин,шт.,1,253.61,310
,,,1118362,Продукты Питания/Молочка/Сгущенка,Сгущенка Азоская 1000 гр,шт.,1,160,193
,,,1116816,Электроника,Шнур Х82,шт.,1,170,250
,,,1116958,Игрушки,Гелик на пульте,шт.,1,1120,1785
,,,1117850,Для дома/Мешки для мусора,Мешки для мусора 300 л 10 шт,шт.,2,150,210
,,,1118645,Детские товары,Вода святой источник 1 л,шт.,9,46.39,80
,,,109729,Фрукты/Сухофрукты,Чернослив Сербия 300гр Фооджейра,шт.,4,214,275
,,,1118320,Химия/Для себя/Прокладки,Соль для ванны,шт.,6,97.3333333333333,130
,,,1119509,Одежда/Носки/Гольфы,Носки мужские 1275,шт.,6,43,100
,,,2000999844196,Детские товары,Детское масло с кедровым орехом 125 мл,шт.,3,259,315
,,,1117806,Сладкое/Домашняя выпечка,Чизкейк Абрикосовый Азбука вкуса,шт.,2,460,550
,,,2000999844445,Семечки,Маккофе арабика 1.8 гр,шт.,90,7.64,
,,,107546,Продукты Питания,Лаваш 10шт Кругл Большой,шт.,3,130,180
,,,106851,Напитки/Кофе/Какао/Сливки,Кофе 3в1 Бридже 20гр Карамель,шт.,8,9,15
,,,1116486,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Кефир Дарман 3.2 пр 1 л,шт.,2,128,155
,,,104169,Посуда,Лепешки тортильи 8 дюйм,шт.,3,89.51,120
,,,1119094,Для дома,Отвертка индикатор,шт.,1,65,90
,,,2000999844330,Детские товары,Жидкое мыло для ухода и массажа,шт.,4,223,287
,,,2000999844369,Напитки/Соки,Редбулл 145 гр стекло,шт.,30,79,110
,,,1119687,Продукты Питания/Полуфабрикаты,Вареники с творогом 1 кг хазчам,шт.,3,400,480
,,,2000999844143,Напитки/Соки,Влажные салфетки комфорт 100 шт,шт.,11,112,138
,,,1119141,Продукты Питания/Консервы/Мясо,Килька в томате 240 гр,шт.,10,87.02,130
,,,1119379,Семечки,Носки мужские черные 3,шт.,15,20,50
,,,1119324,Продукты Питания/Полуфабрикаты,Соевый соус авира 400 мл,шт.,5,60,85
,,,1116134,Химия/Для себя,С косметик мусс для волос 200 мл професионал,шт.,2,270,335
,,,1118590,ДЛЯ КАССЫ/Подгузники,Подгузники беби хл,шт.,1,1183,1415
,,,1119354,Детские товары,Пюре гипопо пак 90 гр,шт.,4,45,58
,,,1119702,Детские товары,Энта бутылочка,шт.,3,430,517
