Unnamed: 0,Unnamed: 1,Unnamed: 2,Код,Группа,Наименование,Ед. изм.,Количество,Приходная цена,Розничная цена
,,,1119497,Химия/Для себя/Полость рта,Зубная щетка Атоми,шт.,4,130,170
,,,101256,Сладкое/Батончики/бисквиты/Булочки/Кексы,Панкейк 38гр,шт.,56,17.98,35
,,,1119030,ДЛЯ КАССЫ/Посуда,Скалка силиконовая,шт.,4,550,720
,,,96912,Напитки/Вода,Байкал 0.45л,шт.,6,56,130
,,,2000999844323,Детские товары,Пенка для купания 200 мл,шт.,1,323,392
,,,237,Весовые товары/Драже,Фисташки L ТУРЦИЯ,кг,2.322,1000,1785
,,,603,весовые 1,сыр чабан нежный в вакум пакете 45пр веси,кг,5.478,740,888
,,,2000999844364,Химия/Для себя,Терка для педикюра,шт.,4,85,115
,,,1119170,Для дома/Скотч/Изолента,Набор отверок 32 шт,шт.,2,190.15,245
,,,1118501,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Деликатесный соус острый ким чи 140 гр,шт.,4,75.69,100
,,,99061,Детские товары,Подгузники Хаггис Элит Софт 3 80шт,шт.,6,980,1178
,,,1246,Напитки/Чай/Кисель,Чай Азер 100 гр,шт.,15,78.24,105
,,,99952,Семечки,Арахис Джинн 130 гр,шт.,8,74.5,100
,,,2000999843998,ДЛЯ КАССЫ/Аксессуары,Батарейки перферо 357,шт.,2,120,160
,,,1332,Напитки/Кофе/Какао/Сливки/Кофе,Кофе Маккофе 3 в 1 Оригинал 20г х 10 х 50,шт.,14,130,157
,,,99471,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт питьевой Нежный 420гр 0.1пр,шт.,3,96.98,125
,,,97472,Для дома/Салфетки,Бумажные полотенца Фамилия 2слоя 2рулона,шт.,7,72.3014285714286,100
,,,1118197,Химия/Для себя/Крем,Спонжик с подставкой,шт.,33,39,150
,,,1118660,Напитки/Вода,Вода святой источник лимон 1.5 л,шт.,8,62.4,120
,,,100184,Для дома/Скотч/Изолента,Изоллента  Навигатор 20м Х 19мм,шт.,4,86.77,110
,,,1119515,Служебная группа,Носки мужские 8094,шт.,10,65,100
,,,1118604,Электроника,Прожектор 100 вт космос,шт.,2,746.865,898
,,,98769,ДЛЯ КАССЫ/Посуда,Перец горький маринованный,шт.,5,110,180
,,,2000999844408,Медицина,Кемал тонкий,шт.,20,190,
,,,94972,Сладкое/Прочее/Кукурузные палочки/Поп Корн,Хлопья кукуркзные 300гр СЫТОПУЗ,шт.,7,99.62,125
,,,2000999844455,Для дома/Салфетки,Детские салфетки 8 шт,шт.,59,17,
,,,2000999844149,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Булгур корона кавказа 500 гр,шт.,6,44,62
,,,1118737,Игрушки/Пистолеты/Мячи,Пончик вентилятор,шт.,11,75,130
,,,2000999844106,Жевачка,Холлс 25гр мед,шт.,7,45.36,60
,,,1117771,Продукты Питания/Павильное Питание,Протеиновые маффины 50 гр,шт.,6,97.5,130
,,,1119527,Служебная группа,Следы детские 4221,шт.,10,30,60
,,,1119098,Служебная группа,Газовый балон ястреб,шт.,16,75.06,100
,,,102081,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Крупа манная 600гр Краснодарский,шт.,9,25.3333333333333,45
,,,1117547,Химия/Бытовая химия/Порошки,Детский кислородный очиститель 800 гр,шт.,2,215,260
,,,110992,Сушеные Рыба/Говядина,Картофельная Соломинка Сметана Лук 80гр,шт.,15,50,75
,,,1119737,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Кукурузная корона кавказа 500 гр,шт.,4,28,45
,,,1119049,Электроника,Сетевой фильтр Космос 5 м,шт.,2,406.89,600
,,,95487,Химия/Бытовая химия,Клена Глас Грасс,шт.,4,125.1,150
,,,104396,Продукты Питания/Крупы/Макароны/Хлопья,Макароны Марва 900гр перья,шт.,1,48,70
,,,1118728,Игрушки,Кукла с очками,шт.,20,75.5,120
,,,1119106,Химия/Бытовая химия/Порошки,Подгузники трусики хелен харпер 4,шт.,3,440,528
,,,1119050,Детские товары,Малютка 2 900 гр,шт.,3,960,1152
,,,97901,Продукты Питания/Мука/Сахар/Соль/Крахмал,Мука 10кг Снежана,шт.,2,355,426
,,,102755,Для дома/Салфетки,Салфетки Верона 50шт,шт.,29,20,40
,,,105089,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт Фруттис Кидс 110гр 2.5пр,шт.,28,34.87,42
,,,1118336,Служебная группа,Духи мужские авентус 120 мл,шт.,2,329,2350
,,,704,Весовые товары/Драже,Халва подсолнечная с Изюмом (Мишкино)(Счастье)(МС),кг,1.624,202.79,265
,,,99105,Сладкое/Прочее/Готовый завтрак (Хлопья),Любятово Хлопья кукуркзные 600гр,шт.,9,130,168
,,,1119557,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр бонфесто кремчиз 140 гр,шт.,2,140,170
,,,103361,Чипсы/Лейс,Лейс 70гр Краб,шт.,136,64,100
,,,1117792,Электроника/Гаджеты,Телефон айфон 17,шт.,1,3400,
,,,6598,Обувь,Кроксы 2,шт.,12,800,1150
,,,109289,Игрушки/Машинки,Машинка Синий Трактор,шт.,2,210,350
,,,60,Весовые товары/Выпечка,Пряники Имбирные с Повидлом (АГЕЕВСКИЙ) 3мес (Альфа) 67дн,кг,4.434,252.093023255814,328
,,,110650,Сладкое/Домашняя выпечка,Испанский Медовик Нарезной Азбука Вкуса,шт.,1,440,528
,,,1119518,Служебная группа,Детские колготки белино,шт.,6,210,380
,,,1118587,Продукты Питания/Павильное Питание,Жидкая конфета змейка,шт.,8,118,150
,,,106980,Сладкое/Мармелад/Драже/Карамель,Леденец Тенди Канди 30г,шт.,1,20.88,40
,,,107289,Сладкое/Домашняя выпечка,Трайфл Корзинка,шт.,2,285,342
,,,103779,Химия/Для себя/Шампунь,Шампунь Декс профессионал 500мл,шт.,3,294,350
,,,96916,Напитки/Соки,Алоэ вера 500мл Бест,шт.,5,45.8333333333333,65
,,,108910,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Чечевица Зеленая 700гр Исмаил,шт.,7,74,98
,,,2000999844162,Продукты Питания/Консервы/Мясо,Иваси Сардина 250 гр,шт.,5,114.85,150
,,,1119335,Химия/Машинный отдел,Зубочистки большие,шт.,8,40,60
,,,1119503,Напитки/Вода,Вода Эвер 0.5 мл,шт.,21,12.5,30
,,,1118996,ДЛЯ КАССЫ/Посуда,Овощечистка 803,шт.,7,105,150
,,,96371,Сладкое/Мороженое,Королевский рожок,шт.,29,33,45
,,,1119216,Химия/Для себя/Полость рта,Зубная щетка колгейт черная,шт.,9,35,60
,,,470,Весовые товары/Выпечка,Овсяная царская с изюмом и арахисом 30сут (Альфа) 19сут,кг,0.932,257,342
,,,95348,Напитки/Вода,Кубай 1.5л,шт.,16,45,70
,,,101454,Продукты Питания/Молочка/Сметана/Творог,Творожок Лакомка 100гр 9пр Альпенгурт,шт.,6,51.64,76
,,,1118533,Сладкое/Прочее,Крембер кекс брауни 40 гр,шт.,47,29.625,50
,,,96484,Продукты Питания,Колбаса Султановская толстая,шт.,30,230,278
,,,1118436,Химия/Для себя,Освежающий крем с экстрактом юдзу 100 мл,шт.,5,90,200
,,,1118807,Для дома,Швабра 130010,шт.,1,650,920
,,,97707,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Кетчуп Махеев 300гр чили,шт.,7,59.71,85
,,,1118938,Посуда,Набор доски 4 шт,шт.,1,1350,1650
,,,1119252,Семечки,Икра воблы 100 гр,шт.,5,260,312
,,,111346,Продукты Питания/Морепродукты,Форель Филе-Кусок 150гр Балтийский Берег,шт.,1,438,526
,,,1119063,Канцтовары,Тетрадь 40 л,шт.,4,117.5,200
,,,1118821,Напитки/Соки,Мохито жб 0.45 мл гранат Лемонарий,шт.,1,52,75
,,,1117337,Сушеные Рыба/Говядина,Лещ вяленный 100 гр,шт.,14,77,107
,,,95939,Сигареты,Парламент Карат,шт.,20,300,325
,,,1117305,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Кетчуп сладкий чили 200 гр,шт.,5,99.57,125
,,,1119721,Сладкое/Мороженое,Мороженое ведро Магнат 310гр соленая карамель,шт.,1,390,467
,,,931,Служебная группа,Вафельная Трубочка со слив начин (Шевченко) 15сут Альфа,кг,3.2,446.875,424
,,,104398,Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар,Цолода Нут 1кг,шт.,5,83,117
,,,103492,Для дома,Антикомариные пластины ОООУТ,шт.,15,15,25
,,,2000999844305,Детские товары,Фито  экстракт сладкий сон,шт.,1,168,215
,,,105729,Химия/Бытовая химия,Порошок Ариэль 6кг,шт.,3,670,812
,,,1118781,Химия/Для себя/Полость рта,Зубная щетка с колпачком,шт.,6,48,75
,,,102954,Масла/Масла подсолнечные/оливковое,Масло Слобода 1 л с Оливковым маслом,шт.,5,174.23,200
,,,111071,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Чай Азер с манго 24 пакетиков,шт.,4,88,115
,,,818,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Абрикос,кг,1.964,125,185
,,,1119650,Игрушки,Кукла Модель,шт.,8,300,480
,,,1118407,Служебная группа,Мармелад фэнсы 150 гр,шт.,2,154.54,190
,,,108825,Фрукты/Сухофрукты,Арахис в Кокосовой Глазурии 300гр Корона Кавказа,шт.,7,120,148
,,,96771,Сладкое/Прочее/Милка,Милка Чок Чок 150гр,шт.,16,195,260
,,,109732,Фрукты/Сухофрукты,Ананас Цукаты 300гр Фооджейра,шт.,3,145.5,197
,,,2000999844450,Для дома/Салфетки,Влажные полотенца я твоя 80 шт,шт.,15,200,
,,,100162,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Манная крупа 600гр Цолода,шт.,6,34.42,52
,,,2000999844360,Химия/Для себя,Порошок АВС 200 гр,шт.,4,53,80
,,,1119166,Продукты Питания/Консервы/Зелень,Влажные салфетки лове 120 шт,шт.,12,128,155
,,,104833,Чипсы,Сол Джамиля Аджика 500гр,шт.,6,230,300
,,,101871,Химия/Для себя/Шампунь,Гель для душа 750 мл Камей,шт.,9,280,347
,,,1119537,Сладкое/Батончики/бисквиты,Любятово печенье овсяное 500 гр,шт.,2,140,175
,,,1119143,Продукты Питания/Консервы/Мясо,Сельдь доброфлот 245 гр,шт.,2,87.99,132
,,,1118983,Продукты Питания/Консервы/Мясо,Сардина морская держава 240 гр,шт.,5,111.5,140
,,,2000999844078,Детские товары,Барби в коробке 5748,шт.,3,585,785
,,,96123,Сладкое/Прочее/Милка,Милка Чоко вафер 150гр,шт.,15,205,247
,,,109958,Детские товары,Бутылка 240мл с Ручками Паоммма,шт.,3,410,497
,,,99278,Сладкое/Вафли/Зефир,Вафли Ретро-сладонеж голландские 240гр,шт.,1,94.4444444444444,120
,,,1118006,Сушеные Рыба/Говядина,Мясо кальмара сухогруз 50 гр,шт.,2,160,190
,,,215,Весовые товары/Молочка весовая,Масло сливочное Милково красная весовой,кг,1.822,800,960
,,,96955,Продукты Питания/Молочка/Сыр/Копченый Сыр,Нить копченная 100гр Премиум,шт.,220,95,120
,,,1119287,Химия/Ароматная,Шоколад мистикс,шт.,3,290,525
,,,109378,Напитки/Соки,Мохито 0.45л Ж/Б Лемонарий,шт.,5,46,70
,,,1119209,Служебная группа,Шоколадное драже Аиша 800 гр,шт.,1,411.67,495
,,,2000999844058,Жевачка,Скителс  30 гр,шт.,9,80,120
,,,1119689,Продукты Питания/Полуфабрикаты,Курзе с мясом 1 кг хазчам,шт.,4,520,624
,,,1119410,Игрушки,Овечка,шт.,3,300,480
,,,1115602,Сладкое/Домашняя выпечка,Эклеры Азбука Вкуса,шт.,1,215,270
,,,110973,Сигареты,Честер 100,шт.,10,180,200
,,,98495,Жевачка,Жевачка Хуба Буба 56гр рулон,шт.,12,164,200
,,,106188,Сладкое/Домашняя выпечка,Халва Чак-Чак Большой,шт.,1,235,325
,,,1051,Весовые товары/Вафли вес,Халва Подсолнечная Мишкино Счастье  МС,кг,3.542,177.32,185
,,,1119464,Игрушки,Игрушки пять ночей фредди 6 шт,шт.,3,100,400
,,,2000999844457,Для дома/Салфетки,Дезодарант для обуви,шт.,6,153,
,,,109817,Электроника,Лампа Шар 80вт  Космос Е27,шт.,2,506.7175,650
,,,608,Весовые товары/Мясное,Абуев сосиски аппетитные халяль,кг,1.986,472,566
,,,103577,Детские товары,Пюре Беби 90гр Яблоко груша персик,шт.,8,48,62
,,,94870,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Рис янтарь 1000гр марва,шт.,4,120,145
,,,1117159,Детские товары,Соска бибс,шт.,16,440,527
,,,95287,Напитки/Соки,Сок Вико 2л,шт.,6,198.73,245
,,,103529,Напитки/Соки,Акапелла 1л Апельсин,шт.,5,132.6,170
,,,107536,Напитки/Соки,Сады Природья ябл черн смор 1л,шт.,12,109.83,137
,,,2000999844109,Электроника/Гаджеты,Фонарь космос 3 вт,шт.,2,284.065,350
,,,1118456,Сладкое/Мороженое,Экскимо Дубайский шоколад 80 гр,шт.,1,140,175
,,,108592,Химия/Для себя/Шампунь,Маска Для Волос 1000мл Грасс,шт.,1,413,498
,,,1117148,Сладкое/Мороженое,Батончик твикс мороженое,шт.,23,100,115
,,,108901,Продукты Питания,Лепешки 6шт Миссион злаки,шт.,8,89.51,140
,,,2000999844338,ДЛЯ КАССЫ/Химия,Мыло Амвэй,шт.,5,260,312
,,,1119779,Сушеные Рыба/Говядина,Золотой плавник Флотская 20 гр,шт.,9,42.59,
,,,1115641,Напитки/Соки,Махеевъ Аджика острая 190гр,шт.,2,65,87
,,,1116319,Химия/Машинный отдел,Мармелад Бебето 160 гр,шт.,3,148.22,195
,,,107440,Сладкое/Вафли/Зефир,Эклеры со Сгущенкой Азбука Вкуса,шт.,1,310,378
,,,98110,Напитки/Вода,Шовда 1.5л,шт.,9,26.6666666666667,45
,,,1119300,Сладкое/Домашняя выпечка,Аленка шоколад с клубникой 20 гр,шт.,25,26.190625,43
,,,108865,Продукты Питания/Полуфабрикаты,Фасоль Замр 400гр 4Сезона,шт.,2,118.656666666667,200
,,,96543,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт нежный сливочный 100гр 5пр,шт.,2,32.9,40
,,,2000999844102,Игрушки,Сырок  сыркоф,шт.,11,27,37
,,,2000999844356,Химия/Для себя,Дезодарант дав мужской,шт.,6,176,215
,,,99562,Детские товары,Подгузники для взрослых ИД Пеинтс Л 10шт,шт.,3,662,794
,,,102632,Сладкое/Мармелад/Драже/Карамель,Драже Минтс 15гр,шт.,1,19.52,30
,,,2000999844134,Посуда,Стиралити порошок 3 кг,шт.,1,641,958
,,,110743,Продукты Питания/Павильное Питание,Батончик Нут-Го Фисташки/Малина 28гр,шт.,20,42.55,60
,,,108226,Напитки/Соки,Рич 0.2л стекло,шт.,6,71.6666666666667,100
,,,101822,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр плавленый ломтевой Президент 150гр Чеддер,шт.,1,130,157
,,,109501,Электроника,Батарейки Кодак АА 4 Ультра,шт.,3,198.08,250
,,,96298,Детские товары,НАН 2 400гр с 6мес,шт.,6,650,775
,,,1118596,Напитки/Соки,Черноголовка без сахара 0.33мл,шт.,1,50,75
,,,109749,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр плавленый 130гр Виола,шт.,1,114.99,147
,,,1119168,Для дома/Скотч/Изолента,Изолента белая,шт.,7,79.389,105
,,,101728,Продукты Питания/Полуфабрикаты,Хинкал Кукурузный 500гр Вкуснотеево,шт.,2,80,110
,,,98107,Напитки/Соки/Энергетик,Энергетик Адреналин Гейм Фуел 0.449л,шт.,1,119,150
,,,1118643,Канцтовары,Тетрадь А4 Академ,шт.,1,180,265
,,,109901,Игрушки,Кукла большая 1,шт.,1,2700,3800
,,,798,Весовые товары/Мясное,Башаров колбаса Аппетитная,кг,1.519,426,525
,,,1119715,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Гречка Сельский дом 800 гр,шт.,5,45,65
,,,109339,Продукты Питания/Молочка/Йогурт/Пудинг,Сырок 45гр Советские Традиции,шт.,3,55.49,80
,,,96126,Напитки/Кофе/Какао/Сливки/Кофе,Кофе Арома 3 в 1 50шт,шт.,6,540,648
,,,1118019,Продукты Питания/Молочка/Сыр/Копченый Сыр,Десерто 1.25 мл,шт.,21,60.09,85
,,,2000999844144,Весовые товары/Конфеты,Конфеты ирис сливочные 500 гр,шт.,10,171.73,214
,,,1352,Сладкое/Шоколадные плитки/пасты,Плитка Аленка 200 гр,шт.,30,175,215
,,,1118977,Продукты Питания/Консервы/Мясо,Килька черноморская обжаренная 240 гр,шт.,4,87.89,115
,,,1118608,Детские товары,Фруто няня перед сном 0.2мл,шт.,8,41.59,58
,,,96570,Напитки/Соки,Квас Сулак 2л,шт.,21,108.333333333333,130
,,,98196,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Уксус Исмаил 0.18л 70пр,шт.,1,36,50
,,,847,Фрукты/Овощи/Зелень/Овощи,Тыква,кг,46.256,30,70
,,,1118633,Напитки/Соки,Сок J-7 апельсин 850 мл,шт.,5,255,350
,,,95144,Сладкое/Прочее/Орео,Oreo 95гр,шт.,3,57.1428571428571,78
,,,1392,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Кетчуп Исмаил 400 мл,шт.,5,47,68
,,,239,Весовые товары/Драже,Халва подсолнечная с Какао-Зебра (Мишкино)(Счастье)(МС),кг,3.526,201.57,265
,,,2000999844359,Химия/Для себя,Дезодарант рексона стик,шт.,4,170,210
,,,104214,Детские товары,Бэби Каша Кукурузная с пребио-м без молока200гр,шт.,10,190,228
,,,33,Весовые товары/Конфеты,Конфеты марс мини,кг,2.498,730,875
,,,95483,Химия/Бытовая химия,Универсал Клинер грасс,шт.,2,183,220
,,,100297,Для дома/Салфетки,Бумажные полотенца Фамилия ХХЛ 2сл 2рул,шт.,1,140.1,178
,,,108149,Детские товары,Подгузники Слеепи Натурал 5 (48шт),шт.,3,690,912
,,,1119678,Для дома,Фольга форма 2000 мл,шт.,50,19,40
,,,1119404,Игрушки,Мишка 1112,шт.,1,430,685
,,,96500,ДЛЯ КАССЫ/Леденцы,Экстра Жевачка,шт.,174,1.596,4
,,,103706,Продукты Питания/Быстрое питание,Биг Бон Вок 85гр,шт.,1,68,88
,,,838,Фрукты/Овощи/Зелень/Овощи,Инжир,кг,2.682,297.872340425532,350
,,,95925,Детские товары,Подгузники Хелен Харпер Аэр Комфорт 6-ка,шт.,2,650,780
,,,1118557,Химия/Для себя/Шампунь,Кабель х 82,шт.,2,200,350
,,,1119230,Весовые товары/Выпечка,Зефир с ароматом ванили 175 гр,шт.,4,63.99,125
,,,1116951,Игрушки/Машинки,Бобик уаз на пульте,шт.,1,1190,1875
,,,1119161,Кошачьи товары,Корм для кошек суп 48 гр,шт.,4,20,33
,,,1115650,Напитки/Соки,Добрый сок 1л,шт.,13,90.685,120
,,,1118173,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Чечевица мистраль 450 гр,шт.,10,102.04,130
,,,811,Весовые товары/Мясное,АМ сардельки говяжьи,кг,0.00600000000000012,610,735
,,,1119400,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Шарики кит кат 140 гр,шт.,4,300,360
,,,97150,Сладкое/Домашняя выпечка,Муравьиная  горка большая Азбука Вкуса,шт.,1,230,278
,,,1116800,Игрушки/Пистолеты/Мячи,Пистолет с пулями,шт.,5,110,200
,,,96837,Напитки/Соки,Квас 2.5л Желтая Бочка,шт.,10,131.19,190
,,,1119525,Служебная группа,Носки подросковые 3071,шт.,10,31,85
,,,1119543,Сладкое/Прочее/Милка,Милка чоко минис 37 гр,шт.,13,43.16,68
,,,1119383,Сладкое/Конфеты/Печенья упаковки,Печенье медовые морозова 430 гр,шт.,5,99.66,125
,,,102872,Детские товары,Малыш истринский 1 350гр,шт.,9,310,378
,,,1118380,Игрушки,Бассейн 1.68 на 46 см,шт.,1,1701,2600
,,,96244,Одежда/Носки/Гольфы,Следы Уют,шт.,45,36,100
,,,1119467,Для дома/Скотч/Изолента,Скотч двухсторонний узкий,шт.,7,100,135
,,,1119516,Служебная группа,Носки детские 4308,шт.,20,38,85
,,,1118400,Химия/Машинный отдел,Жидкость от комаров 60 ночей,шт.,41,75,110
,,,828,Фрукты/Овощи/Зелень/Зелень,Грибы,кг,4.138,200,297
,,,10015,Напитки/Кофе/Какао/Сливки/Кофе,Кофе Атоми 1.6гр,шт.,52,16.88,25
,,,1119468,Для дома/Скотч/Изолента,Скотч двухсторонний широкий,шт.,9,120,160
,,,1116528,Сладкое/Конфеты/Печенья упаковки,Пряники шоколадные 300 гр с начинкой вишня,шт.,2,198.24,240
,,,103325,Сладкое/Домашняя выпечка,Трайфл в ассортименте Азбука Вкуса,шт.,1,130,170
,,,108961,Напитки/Вода,Минералка Ессентуки 4 1л,шт.,1,95.5,120
,,,2000999844399,Химия/Для себя/Полость рта,Аэрозоль Glade 300 мл лазурная волна,шт.,3,137.28,0
,,,102164,Продукты Питания/Павильное Питание,Хлебцы Dr.Korner 67гр с молочным шоколадом,шт.,3,104.95,130
,,,1119334,Химия/Машинный отдел,Бумажные полотенца вива лове,шт.,6,75,110
,,,109625,Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар,Сахар Брауни 500 гр Демерара Голд,шт.,4,111.99,178
,,,1118935,Для дома,Половник большой железный,шт.,2,180,250
,,,104484,Служебная группа,Паста ВеллНут фундук 150г,шт.,7,202.89,248
,,,96567,Напитки/Кофе/Какао/Сливки/Кофе,Кофе турецкий мехмет эфенди 250гр,шт.,1,525,630
,,,2000999843962,Химия/Для себя,Самоле А-85,шт.,4,300,450
,,,104435,Электроника,Батарейка Кодак ААА лр03,шт.,5,38.22,60
,,,1119231,Сладкое/Шоколадные плитки/пасты,Плитка Крокант 90гр,шт.,5,87.99,120
,,,1118546,Сладкое/Мармелад/Драже/Карамель,Жвачка со вкусом мяты 13 гр,шт.,8,10.63,20
,,,107645,Сладкое/Мороженое,Рожок Коровка из Кореновки,шт.,25,83.1578947368421,135
,,,2000999844095,Продукты Питания/Консервы/Мясо,Тушенка говядина 325 гр АМ,шт.,5,338,407
,,,101102,Напитки/Соки,Стом 0.33л ЖБ,шт.,33,63.53,90
,,,102659,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Томатная паста 280гр Кубанская Станица,шт.,2,60,85
,,,1119443,Масла/Масла сливочные,Коктейль из море продуктов 150 гр,шт.,2,144,175
,,,2000999844181,Сладкое/Прочее/Милка,Мармелад фруктовое мороженое 14 гр,шт.,29,14.25,20
,,,864,Весовые товары/Мясное,Филе куриное ГОСТ в лодках An Noor,кг,6.104,399,492
,,,1119744,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Зеленая чечевица корона кавказа 700 гр,шт.,5,75,100
,,,110244,ДЛЯ КАССЫ/Посуда,Вилки 12шт Моя Цена,шт.,3,13.99,45
,,,2000999844288,Детские товары,Гель для стирки Юкосан 2 л сакура,шт.,2,497,617
,,,1119085,Сладкое/Прочее/Милка,Скандик мятный,шт.,43,55,80
,,,1118493,Сладкое/Домашняя выпечка,Чайник электрический лимме,шт.,2,789.52,1250
,,,1119205,Сладкое/Прочее/Киндер,Любятово воздушное печенье 200 гр,шт.,5,85,120
,,,272,Весовые товары/Конфеты,Конфеты Курьез,кг,2,336,403
,,,1118926,Продукты Питания/Специи,Перец соленный 1 кг,шт.,9,155,225
,,,1118333,Посуда,Влажные салфетки для удаления пятен,шт.,2,83.3333333333333,110
,,,1118726,Игрушки,Кукла негр маленькая,шт.,1,105,150
,,,95687,Жевачка,Жевачка Ментос 54гр,шт.,8,90,135
,,,105669,весовые 1/Мясное1,Сакура Курабье 0.8г (Сладость),шт.,2,230,280
,,,100300,Химия/Для себя/Крем,Крем Детский 46мл,шт.,3,72.95,98
,,,96700,Сладкое/Мороженое,Мороженое Узор Ассорти,шт.,59,14,20
,,,1119135,Игрушки/Пистолеты/Мячи,Шахматы,шт.,1,280,350
,,,96477,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт питьевой Фругурт 950гр 1.5пр,шт.,8,95,118
,,,198,Весовые товары/Мясное,Кумк Колбаса вайнахская,кг,0.00200000000000011,490.03984063745,636
,,,2000999844260,Детские товары,Бюбхен крем для тела,шт.,4,330,398
,,,1119374,Игрушки,Пчелка 6316,шт.,1,400,600
,,,1119408,Игрушки,Мишка 15300,шт.,1,340,550
,,,104646,Игрушки,Свечи В Коробке Ароматические  50шт,шт.,20,160,250
,,,1117149,Сладкое/Мороженое,Сэндвич страчателла,шт.,3,75.2,100
,,,326,Весовые товары/Драже,Шекер Парварда Мини (мелкие) (МС),кг,0.32,262.2,348
,,,1119685,Продукты Питания/Полуфабрикаты,хинкали мерз дар 1 кг,шт.,4,500,650
,,,104838,Напитки/Вода,Архыз Вита негаз 0.5,шт.,6,33.6666666666667,50
,,,2000999844121,Химия/Для себя/Прокладки,Пантин шампунь 150 мл,шт.,5,140,200
,,,108846,весовые 1/Мясное1,Драже Арахис Ассорти 400гр,шт.,4,135,163
,,,96110,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт питьевой Эпика 260гр,шт.,6,0.1,115
,,,1116397,Посуда,Протеиновый десерт Кейк гр 50,шт.,14,96,125
,,,7,Фрукты/Овощи/Зелень/Овощи,Огурцы Маша,кг,15.373,134.042553191489,185
,,,110611,Продукты Питания/Консервы/Зелень,Ананасы кольца в сиропе 580гр Солато,шт.,4,210,252
,,,1119647,Игрушки,Кукла Долли,шт.,1,1800,2975
,,,2000999844050,Жевачка,Несквик батончик белый 26.7гр,шт.,8,30,45
,,,106901,Напитки/Соки,Кола Инзаре 330мл ж/б,шт.,24,35.4166666666667,65
,,,1119184,Канцтовары,Дневник 40 л,шт.,3,85,150
,,,104822,Чипсы,Картофельная соломка 80гр Гриззон (Альфа),шт.,10,50,75
,,,96565,Кошачьи товары,Корм для кошки Китикет 1.9кг,шт.,5,432.5,518
,,,1118687,Служебная группа,Колд брю Этно,шт.,1,230,320
,,,2000999844368,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Рис корона кавказа 500 гр,шт.,5,46,68
,,,1115551,Сигареты,Белый Мишка Горячий шоколад 150гр,шт.,1,100,140
,,,1119431,Одежда/Носки/Гольфы,Носки 3063,шт.,10,28,90
,,,111160,Напитки/Соки,Скитлс 152гр кислые фрукты,шт.,5,168,207
,,,964,Весовые товары/Выпечка,Звездочка с сахаром 1 кг Арма,кг,0.174,590,707
,,,96111,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт питьевой Эрмигурт 420гр,шт.,22,95.1666666666667,115
,,,100006,Сладкое/Прочее/Милка,Плитка Милка 100гр Черри крем,шт.,9,103,145
,,,96127,Напитки/Кофе/Какао/Сливки/Кофе,Кофе Маккофе 3 в 1 Оригинал 20гр х 25 х 40,шт.,9,323,396
,,,1119095,Для дома,Отвертка большая,шт.,4,110,150
,,,1119688,Продукты Питания/Полуфабрикаты,Хинкал чеченский 1 кг хазчам,шт.,20,200,250
,,,1119308,Детские товары,Гуниб абрикос 0.5 мл,шт.,9,70.23,100
,,,94973,Сладкое/Прочее/Готовый завтрак (Хлопья),Шарики шоколадные 200гр СЫТОПУЗ,шт.,3,99.62,125
,,,77,Весовые товары/Конфеты,Конфеты Левушка (СЛАВЯНКА) 8мес,кг,0.261999999999999,343.333333333333,415
,,,104139,Напитки/Кофе/Какао/Сливки/Кофе,Какао несквик пластик 200гр,шт.,2,295,355
,,,403,Весовые товары/Выпечка,Соломка Крендельки с солью 6мес (Альфа),кг,0.02,146.8,218
,,,1119021,ДЛЯ КАССЫ/Посуда,Чайник магнум 7040,шт.,1,1200,1985
