Отчет Наличие товаров к дате;;;;;;;;;;
;;;;;;;;;;
;;;Код;Группа;Товар;Ед. изм.;Количество;Приходная цена;Приходная ст-сть;
;;;104830;Чипсы;Сол Джамиля Лечо 700гр;шт.;7,000;250,00;1750,00;
;;;10211;Посуда;Боржоми 0.75 л;шт.;2,000;119,99;239,98;
;;;17;Фрукты/Овощи/Зелень/Овощи;Морковь;кг;127,996;20,00;2559,92;
;;;99341;Игрушки;Кукла принцесса большая;шт.;1,000;1800,00;1800,00;
;;;106887;Продукты Питания/Консервы/Мясо;Сардина тихоокеан/натур 245гр Доброфлот;шт.;7,000;79,20;554,40;
;;;97015;Сладкое/Печенье/Пряники;Албени раунд 320гр 8шт Улкер;шт.;2,000;255,00;510,00;
;;;2000999843976;ДЛЯ КАССЫ/Аксессуары;АЗУ ФЗ-24;шт.;1,000;490,00;490,00;
;;;109978;Продукты Питания/Крупы/Макароны/Хлопья/Крупы;Чечевица красная 600г Цолода;шт.;3,000;69,17;207,51;
;;;1116557;Детские товары;Гуниб 0.5 л Гранат;шт.;3,000;78,24;234,72;
;;;544;Весовые товары/Выпечка;Конфеты Леди ночь с Курагой зав Акконд;кг;4,940;521,00;2573,74;
;;;100921;Сладкое/Мармелад/Драже/Карамель/Мармелад;мармелад крутфрут озорные мишки 30гр;шт.;9,000;11,30;101,70;
;;;1119283;Сладкое/Прочее/Милка;Вафли ханута 220 гр;шт.;2,000;220,00;440,00;
;;;111308;Служебная группа;Конг Ананас Натуральный 500гр в лодочке Ихляс;шт.;2,000;360,00;720,00;
;;;104762;Служебная группа;Тряпки стекор 3шт;шт.;7,000;100,00;700,00;
;;;1119071;Канцтовары;Калькулятор 120;шт.;2,000;300,00;600,00;
;;;102170;Продукты Питания/Павильное Питание;Мюсли 300гр с малиной и черникой ОГО;шт.;5,000;134,83;674,15;
;;;2000999844099;Напитки/Соки;Винстон новый;шт.;9,000;257,00;2313,00;
;;;136;Весовые товары/Конфеты;Конфеты Сладкое созвучие;кг;3,080;312,31;961,91;
;;;10014;Напитки/Кофе/Какао/Сливки/Кофе;Кофе Атоми 12.1гр;шт.;7,000;27,00;189,00;
;;;1119508;Для дома/Салфетки;Тряпки 3 шт зиг заг;шт.;9,000;74,00;666,00;
;;;2000999844054;Жевачка;Лапка десерт 24 гр;шт.;11,000;13,00;143,00;
;;;95679;Сладкое/Батончики/бисквиты/Батончики/Пирожные;Батончик Кит кат чанки 40гр;шт.;24,000;41,67;1000,00;
;;;106794;Химия/Бытовая химия/Порошки;Порошок Чайка 400гр северное сияние;шт.;4,000;45,00;180,00;
;;;1117193;Сладкое/Шоколадные плитки/пасты;Кофе напиток 0.235 гр;шт.;41,000;71,67;2938,47;
;;;2000999844311;Детские товары;Силиноковая ложка;шт.;4,000;300,00;1200,00;
;;;1118694;Напитки/Соки;Зубная щетка колгейт;шт.;1,000;70,00;70,00;
;;;1118961;Напитки/Чай/Кисель;Чай муслим 200 гр расыпной;шт.;2,000;200,00;400,00;
;;;2000999844200;Детские товары;Шампунь-бальзам мое солнышко;шт.;3,000;187,00;561,00;
;;;1117137;Напитки/Кофе/Какао/Сливки;Простаквашино экскимо;шт.;160,000;43,00;6880,00;
;;;1119259;Кошачьи товары;Лоток для кошек;шт.;1,000;580,00;580,00;
;;;2000999844297;Детские товары;Соска пустышка;шт.;15,000;150,00;2250,00;
;;;590;Весовые товары/Мясное;Башаров Колбаса Горская ДП;кг;2,519;455,00;1146,15;
;;;1118703;Сладкое/Шоколадные плитки/пасты;Плитки 100гр RITTER SPORT  лесной орех;шт.;2,000;170,00;340,00;
;;;106891;Продукты Питания/Консервы/Мясо;Шпроты в масле Кас Кильки 160г (Рыб Деревня);шт.;7,000;114,12;798,84;
;;;109946;яя Подарки;Салфетки Влажные Ловулар 96шт 429762;шт.;2,000;132,00;264,00;
;;;102977;Сладкое/Домашняя выпечка;Торт Птичник Азбука Вкуса;шт.;5,000;365,00;1825,00;
;;;16;Фрукты/Овощи/Зелень/Овощи;Капуста;кг;49,363;17,07;842,78;
;;;98431;Сладкое/Прочее;Анчоус Круиз 20 гр;шт.;24,000;23,50;564,00;
;;;1119776;Весовые товары/Выпечка;Тарт ягодный Танзила;шт.;1,000;1350,00;1350,00;
;;;1115657;Напитки/Соки;Сельдь По царски с дымом 400гр;шт.;4,000;257,00;1028,00;
;;;1116058;Продукты Питания/Консервы/Мясо;Икра минтая 120 гр Балтийский берег;шт.;1,000;102,00;102,00;
;;;102622;Сладкое/Мармелад/Драже/Карамель;Жевательная конфета Бабл Хед;шт.;29,000;23,78;689,62;
;;;1012;Весовые товары/Драже;Воздушные челночки Арма;кг;0,826;590,00;487,34;
;;;98815;Электроника/Гаджеты;Наушники M1;шт.;2,000;180,00;360,00;
;;;97452;Для дома/Салфетки;Бумажные салфетки 100шт Папиа в коробке;шт.;1,000;99,90;99,90;
;;;106563;Продукты Питания/Молочка/Сметана/Творог;Творог классичечкий Савушкин 180гр 5пр;шт.;1,000;96,00;96,00;
;;;430;Весовые товары/Молочка весовая;Масло  Вкусная сказка  красное дор;кг;1,126;480,00;540,48;
;;;97421;Служебная группа;Дрова Фиолетовые большие;шт.;1,000;250,00;250,00;
;;;98977;Напитки/Вода;Минералка Ессентуки 17 0.45л стекло;шт.;20,000;86,85;1737,00;
;;;1117175;Чипсы;Чипсы мистер потато сыр 40 гр;шт.;9,000;75,60;680,40;
;;;1119274;Служебная группа;Пюре роллтон 40 гр ассортимент;шт.;41,000;35,42;1452,08;
;;;109256;Продукты Питания/Павильное Питание;Мюсли 300гр с Земляникой ОГО;шт.;5,000;128,42;642,10;
;;;2000999844007;Сладкое/Вафли/Зефир;Вафли простоквашино 240 гр;шт.;5,000;119,67;598,33;
;;;1119489;Химия/Для себя/Шампунь;Ножницы зингер 4;шт.;3,000;95,00;285,00;
;;;1118595;Напитки/Вода;Бона Аква 0.5 мл газ;шт.;22,000;35,83;788,33;
;;;1117238;Сладкое/Вафли/Зефир;сигаретки с курагой 330 гр;шт.;10,000;265,00;2650,00;
;;;1119428;Одежда/Носки/Гольфы;Носки мужские 1148;шт.;23,000;42,00;966,00;
;;;1117178;Чипсы;Чипсы мистер потато сметана 40 гр;шт.;1,000;83,90;83,90;
;;;105353;Фрукты/Сухофрукты;Манго шт желт;шт.;13,000;100,00;1300,00;
;;;95022;Продукты Питания/Павильное Питание;Конфеты Мягкий грильяж 200гр ПЕТРОДИЕТ сорбит;шт.;3,000;273,46;820,38;
;;;1118378;Игрушки;Надувной матрас;шт.;1,000;1071,00;1071,00;
;;;1118553;Для дома;Кресло надувное;шт.;2,000;1300,00;2600,00;
;;;1118774;Игрушки;Авто на пульте с дымом;шт.;2,000;1240,00;2480,00;
;;;102532;Сладкое/Мармелад/Драже/Карамель/М энд Мс/Скитлс/ и тп;МэндМс 45гр с молочным шоколадом;шт.;6,000;45,00;270,00;
;;;97064;Напитки/Вода;Мевер 5л;шт.;18,000;85,00;1530,00;
;;;103581;Детские товары;Пюре Беби 90гр Яблоко персик;шт.;23,000;48,00;1104,00;
;;;108447;Сушеные Рыба/Говядина;Реелс Колбаски из Индейки 70г;шт.;2,000;71,99;143,98;
;;;105909;Служебная группа;Термопакет мини;шт.;10,000;90,00;900,00;
;;;2000999844191;Детские товары;Крем под подгузник 75 мл наша мама;шт.;2,000;196,00;392,00;
;;;108663;Химия/Для себя;Стельки Силвер Осень Зима;шт.;5,000;184,00;920,00;
;;;101453;Продукты Питания/Молочка/Сметана/Творог;Творожок Лакомка 230гр 9пр Альпенгурт;шт.;5,000;112,84;564,20;
;;;1119717;Продукты Питания;Золотой стандарт пломбир трио 500гр;шт.;1,000;465,00;465,00;
;;;95187;Сладкое/Прочее/Милка;Милка Чоко Бисквит 150 гр;шт.;9,000;190,00;1710,00;
;;;1118544;Сладкое/Мармелад/Драже/Карамель;Сладкая паста 22 гр;шт.;16,000;36,00;576,00;
;;;95461;Напитки/Соки;Менди 1.25л;шт.;93,000;81,66;7594,38;
;;;2000999844239;Детские товары;Соска бибс оригинал;шт.;5,000;540,00;2700,00;
;;;103275;Для дома;Перчатки Зубр белый красный черный;шт.;33,000;60,00;1980,00;
;;;2000999843954;Игрушки;Человек пук 85 см;шт.;2,000;950,00;1900,00;
;;;1119376;Продукты Питания/Мариновки;Фасоль белая в томатном соусе 425 мл;шт.;6,000;108,48;650,88;
;;;1117570;Напитки/Соки/Энергетик;Пиво безалкогольное дон;шт.;3,000;65,24;195,73;
;;;98476;Детские товары;Мальборо дубле микс;шт.;3,000;210,00;630,00;
;;;1117277;Чипсы;Принглс 165 гр;шт.;1,000;198,00;198,00;
;;;1118321;Химия/Для себя/Прокладки;Пена очиститель мой рэббит 150 мл;шт.;1,000;182,86;182,86;
;;;99205;Жевачка;Жевачка ментос 100гр;шт.;1,000;200,00;200,00;
;;;1118519;Сладкое/Прочее/Турецкие сладости;Улкер батончик метро;шт.;18,000;0,00;0,00;
;;;98189;Продукты Питания/Морепродукты;Икра  Дары Моря 100-113гр;шт.;10,000;52,00;520,00;
;;;109074;весовые 1/Мясное1;Челночки Воздушные 1кг;шт.;1,000;590,00;590,00;
;;;96122;Сладкое/Прочее/Нутелла;Нутелла энд го 52гр;шт.;24,000;150,80;3619,20;
;;;1207;Напитки/Чай/Кисель;Чай Гринфилд эрл грей 200 гр;шт.;6,000;210,00;1260,00;
;;;1118318;Химия/Для себя/Прокладки;Проклади эмилис 7 шт;шт.;4,000;120,00;480,00;
;;;1119619;Химия/Для себя;Кукла в шапочке с большими глазами;шт.;1,000;700,00;700,00;
;;;1119573;Служебная группа;Лампочка 8801;шт.;15,000;110,00;1650,00;
;;;1118572;Сладкое/Вафли/Зефир;Персиковый тарт Азбука вкуса;шт.;4,000;700,00;2800,00;
;;;1119207;Сладкое/Прочее/Киндер;Сухарики А4 сыр 40 гр;шт.;4,000;31,20;124,80;
;;;1119668;Продукты Питания;Лещ большой;шт.;7,000;80,00;560,00;
;;;1118376;Игрушки;Надувной матрас 1.6 на 0.9 см;шт.;2,000;675,00;1350,00;
;;;1118211;Служебная группа;Набор от Chahel помада и духи;шт.;5,000;249,00;1245,00;
;;;2000999844077;Детские товары;Барби в коробке 338;шт.;4,000;350,00;1400,00;
;;;9818;ДЛЯ КАССЫ/Канцтовары/Для дома;Помидоры от джамили;шт.;3,000;130,00;390,00;
;;;10222;Сладкое/Прочее/Милка;Плитка Милка Крем Бисквит 100гр;шт.;1,000;103,60;103,60;
;;;2000999844258;Детские товары;Бюбхен крем для младенцев 75 мл;шт.;4,000;288,00;1152,00;
;;;111272;Для дома;Спутник Удленитель 1.8м;шт.;2,000;247,66;495,33;
