Unnamed: 0,Unnamed: 1,Unnamed: 2,Код,Группа,Наименование,Ед. изм.,Количество,Приходная цена,Розничная цена
,,,146,Весовые товары/Конфеты,Конфеты Майка 7мес (аЛЬФА),кг,1.45,254.5,317
,,,2000999844076,Детские товары,Барби в коробке 6610,шт.,7,190,275
,,,2000999844233,Детские товары,Порошок мепси 400 гр,шт.,8,86,115
,,,102804,Сладкое/Домашняя выпечка,Микадо квадратный маленький Азбука Вкуса,шт.,3,235,292
,,,1116586,Химия/Ароматная,Булочка с маком,шт.,365,37,50
,,,98105,Напитки/Соки,Милкис ЖБ,шт.,111,68.085,95
,,,34,Фрукты/Овощи/Зелень/Зелень,Имбирь,кг,9.946,320,437
,,,103617,Напитки/Соки,Миринда 0.33л ЖБ,шт.,46,36,55
,,,100621,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Кефир простоквашино 930гр 2.5пр,шт.,8,120,145
,,,104658,Химия,Веста Гель-мыло Хозяйственное 500г,шт.,5,125,168
,,,1119463,Химия/Для себя/Полость рта,Губки для посуды 3 шт,шт.,9,75,120
,,,1119474,Весовые товары/Вафли вес,Зефир в белой глазури Сладость,шт.,1,251,300
,,,96900,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Рис Дарман 800гр Премиум,шт.,1,115,140
,,,107449,Для дома/Салфетки,Салфетки Бумажные Папиер Жасмин 85л,шт.,11,32.5,47
,,,98479,Детские товары,Сок Фруто няня 0.2л Яблоко и персик,шт.,10,39.99,55
,,,1115662,Продукты Питания/Молочка/Йогурт/Пудинг,Хигн Про напиток 250гр экспонента,шт.,7,145,176
,,,2000999844189,Напитки/Соки,Кока Кола  Газа 0.25 мл,шт.,8,51.6666666666667,75
,,,9819,ДЛЯ КАССЫ/Канцтовары/Для дома,Подсолнечное масло Кубанское лето 5л Сатурн,шт.,3,689,827
,,,104988,Сигареты,Эпика криспи йогурт фисташки 140гр,шт.,2,101.17,80
,,,2000999843943,Игрушки,Пистолет с глушителем 1,шт.,5,190,300
,,,1118433,Служебная группа,Освежающий крем для лица 100 гр,шт.,10,90,300
,,,110472,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Сливки 11пр 500гр Пармалат,шт.,3,168.92,205
,,,2000999844104,Жевачка,Жвачка орбит кола 13.7,шт.,5,33.99,35
,,,2000999844088,Детские товары,Пищалки набор в пакете,шт.,3,320,417
,,,1118341,Служебная группа,Духи мужские версачи 100 мл,шт.,3,329,2350
,,,1119483,Химия/Для себя/Шампунь,Нивея мужской,шт.,1,195,250
,,,9916,ДЛЯ КАССЫ/Подгузники,Тапочки мужские5,шт.,10,560,900
,,,108318,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Хлопья Геркулес 400гр Царь,шт.,4,59.38,85
,,,1119669,Продукты Питания,Лещ маленький,шт.,5,40,100
,,,1118958,Напитки/Чай/Кисель,Чай Муслим 2 пачки + чашка,шт.,2,465,558
,,,1118754,Игрушки,Лазер пистолет,шт.,1,140,185
,,,1119438,Сладкое,Варенье лесные ягоды 300 гр,шт.,2,119.99,185
,,,104448,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Эпика Флаворит Десерт Творожный 130гр,шт.,5,79.17,105
,,,1118907,Напитки/Соки,Булочки для хот дога 4 шт,шт.,9,65,150
,,,1118896,Электроника/Гаджеты,Наушники вм93,шт.,4,210,300
,,,105246,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт питьевой Актибио натур 870гр,шт.,9,131.99,180
,,,95360,Напитки/Соки,Мохито 0.45л СТОМ,шт.,46,57.75,90
,,,1117134,Сладкое/Домашняя выпечка,Липтон манго 1.5,шт.,1,177.76,230
,,,1117181,Чипсы,Чипсы мистер потато сыр 160 гр,шт.,1,188.57,245
,,,1119114,Электроника/Гаджеты,Фонарь налобный космос,шт.,2,279.755,357
,,,110818,Детские товары,Каша Фруто няня 200гр Персик,шт.,1,111.99,175
,,,1116945,ДЛЯ КАССЫ/Химия,Миски Зам Зам,шт.,5,800,1200
,,,869,Весовые товары/Вафли вес,Сухари с изюмом (Альфа),кг,1.554,274.4,346
,,,2000999844128,Для дома,Ажурки 30 см,шт.,1,370,450
,,,1119020,ДЛЯ КАССЫ/Посуда,Банки Чешни 3 шт 650 мл,шт.,1,235,360
,,,109095,Масла/Масла подсолнечные/оливковое,Фумига,шт.,20,45,85
,,,110072,Продукты Питания/Консервы/Мясо,БлэкБулл Стики 45гр Говяжьи,шт.,8,119.5,150
,,,1118704,Сладкое/Шоколадные плитки/пасты,Плитки 100гр RITTER SPORT  хрустящий,шт.,1,166,205
,,,102947,Детские товары,Беби Каша гречневая 200гр,шт.,4,170,228
,,,2000999844160,Продукты Питания/Консервы/Мясо,Филе Сардины на пару 175 гр,шт.,5,58.73,85
,,,1119188,Канцтовары,Дневник гамер,шт.,2,65,115
,,,1115915,Продукты Питания/Консервы/Мясо,Сардина тихоокеанская 250 гр натурал с доб масла,шт.,2,63.99,120
,,,107805,Напитки/Вода,Минералка Ессентуки 17 1л,шт.,19,95.5,120
,,,1117199,Напитки/Соки,Чипсы краб 70 гр,шт.,1,122,150
,,,1118994,ДЛЯ КАССЫ/Посуда,Кружка для супа 55303,шт.,3,140,200
,,,1119182,Химия/Для себя,Маркер 8004,шт.,12,30,50
,,,1118711,Электроника/Гаджеты,Блок фс 90,шт.,3,320,450
,,,106742,Сладкое/Мармелад/Драже/Карамель,Милка Бонибон 24.3г,шт.,61,55,85
,,,95681,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Батончик милки вей 26гр,шт.,6,20.42,30
,,,989,Весовые товары/Мясное,Башаров Колбаса Мусульманская м/к,кг,0.0519999999999991,297,365
,,,103055,Сладкое/Домашняя выпечка,Эклеры Пальчиковые Азбука Вкуса,шт.,3,285,345
,,,1117593,Продукты Питания/Молочка/Сгущенка,Сгущенка со вкусом печенье,шт.,3,111.99,180
,,,2000999844036,Продукты Питания/Специи,Ванилин 1.5 гр кристаллический,шт.,4,4.5,8
,,,1119613,Химия/Для себя,Винни пух лежит,шт.,2,750,1100
,,,1118834,Посуда,Мерси 250 гр кокос,шт.,5,289,450
,,,97888,Сладкое/Прочее/Милка,Милка Чоко Коу 40гр,шт.,20,45,62
,,,2000999844000,ДЛЯ КАССЫ/Аксессуары,Батарейки перферо 364,шт.,1,120,160
,,,2000999844192,Детские товары,Детский шампунь наша мама 400 мл,шт.,3,350,418
,,,1119211,Напитки/Вода,Вода начитанная Кораном 1 л,шт.,11,110,170
,,,96691,Сладкое/Мороженое,Мороженое Анжи,шт.,8,16,27
,,,2000999844250,Детские товары,Бюбхен присыпка 80 гр,шт.,4,540,647
,,,1117364,Напитки/Соки,Баринофф гранат 0.250 мл,шт.,168,52.5,75
,,,103042,Фрукты/Сухофрукты,Кешью 300гр Аль Ихляс,шт.,13,260,315
,,,2000999844018,Посуда,Мой Рэббит 5 л,шт.,2,497,994
,,,107777,Продукты Питания/Консервы/Мясо,Кола от мартина 0.5,шт.,13,58.3333333333333,80
,,,1118205,Служебная группа,Эпилятор 3 в 1,шт.,3,549,950
,,,2000999844419,Напитки/Вода,Мевер 0.5 мл спорт,шт.,24,31.1733333333333,
,,,96966,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Молоко Дарман 900мл 3.2пр бутылка,шт.,17,115,140
,,,1118903,Сладкое/Мороженое,Крузя шоколадное 1 кг,шт.,2,330,396
,,,105633,Хлеб/Мучное,Булочки 5шт,шт.,276,150,190
,,,283,Весовые товары/Мясное,Абуев Рулет Куриный в натуральной оболочке,кг,2.564,481.01,578
,,,1118763,Игрушки,Додж Челнджер на пульте,шт.,2,1200,1865
,,,102552,Сладкое/Прочее/Милка,Плитка Милка 100гр Орео Вайт,шт.,22,115,92
,,,2000999844156,Напитки/Кофе/Какао/Сливки/Кофе,Кофе для варки ЛЕВО  100гр,шт.,5,166.03,200
,,,1118140,Химия/Для себя/Крем,Сыворотка сужение и очищение пор,шт.,20,90,300
,,,1119246,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр чабан нежный 800 гр,шт.,2,563.46,676
,,,98138,Продукты Питания/Молочка/Сметана/Творог,Сметана Дарман 350гр 25пр элитная,шт.,1,132,157
,,,1119258,Кошачьи товары,Ошейник декоративный,шт.,2,150,185
,,,1118904,Напитки/Соки,Чай Фрутиа персик 240 мл,шт.,8,49.3333333333333,75
,,,105022,Служебная группа,Миссион Лепешки Оригинальные 250гр,шт.,11,89.51,140
,,,103642,Химия/Бытовая химия,Жидкий порошок 2.7л АВС,шт.,12,345,475
,,,1119337,Химия/Машинный отдел,Зубочистки индия,шт.,5,55,75
,,,1119628,Игрушки,Халк большой 70 см,шт.,1,900,1500
,,,1119350,Химия/Для себя/Полость рта,Зубная щетка гредис 28,шт.,7,30.75,75
,,,1117519,Хлеб/Фаст Фуд,Хот дог Аллея вкуса,шт.,57,100,150
,,,1117206,Напитки/Соки,Чипсы баст 160 гр барбекю,шт.,1,174.29,245
,,,1118322,Химия/Для себя/Прокладки,Паста универсальная мой реббит,шт.,1,361.9,450
,,,1118550,Чипсы,Помидоры зеленые Джамиля,шт.,7,130,185
,,,2000999844206,Детские товары,Бутылочка паомма 160 мл стекло,шт.,4,570,685
,,,1118693,Напитки/Соки,Зубная щетка гозунн,шт.,4,18,40
,,,95320,Напитки/Соки,Кока Кола  0.33л Стекло,шт.,43,60,110
,,,1118859,Служебная группа,Пакеты Чай Коф,шт.,2,250,320
,,,96201,Продукты Питания/Морепродукты,Крабовые палочки 190гр Богатства океана,шт.,4,40,60
,,,1119008,ДЛЯ КАССЫ/Посуда,Масленица 1529,шт.,1,325,525
,,, , ,, ,49151.737,0,0
