Unnamed: 0,Unnamed: 1,Unnamed: 2,Код,Группа,Наименование,Ед. изм.,Количество,Приходная цена,Розничная цена
,,,97008,Сладкое/Шоколадные плитки/пасты,Шоколдная плитка 60-65гр Улкер,шт.,2,135.833333333333,150
,,,1119681,Игрушки/Машинки,Самокат 3 х колесный,шт.,1,1500,2350
,,,301,Весовые товары/Мясное,"ММ Куриные крылышки варено-капченные, кат.А",кг,0.649999999999999,425,525
,,,1209,Напитки/Чай/Кисель,Чай Гринфилд Ассорти  25 пак 50 гр,шт.,30,72,97
,,,6,Фрукты/Овощи/Зелень/Овощи,Хурма,кг,9.028,110,175
,,,97149,Сладкое/Домашняя выпечка,Муравьиная  горка маленькая Азбука Вкуса,шт.,1,115,160
,,,103615,Сладкое/Мороженое,Мороженое ЗС Стакан пломбир 86гр,шт.,16,70,90
,,,109071,весовые 1/Мясное1,Хрустики с Сахаром 1кг 301,шт.,1,590,710
,,,100265,Напитки/Кофе/Какао/Сливки/Кофе,Кофе МакКофе 16гр 3 в 1 Макс крепкий штучно,шт.,19,10.81,18
,,,98783,Электроника/Гаджеты,Кабель X59,шт.,4,190,350
,,,1115559,Продукты Питания/Полуфабрикаты,Тесто слоеное 500г бездрожжевое Моя Цена,шт.,2,97.59,170
,,,1119059,Канцтовары,БУМАГА ДЛЯ ЗАМЕТОК белая,шт.,5,86.5,120
,,,2000999844068,Напитки/Соки,Мед Подсолнух 370 гр,шт.,2,204.7,350
,,,1119155,ДЛЯ КАССЫ/Кухня,Бета королевское качество 25 пак,шт.,6,66,90
,,,2000999844228,Детские товары,Специальный крем наша мама,шт.,3,220,272
,,,1118125,Химия/Для себя/Крем,Крем от прыщей 100 гр,шт.,10,75,250
,,,96826,Сладкое/Вафли/Зефир,Мягкие вафли со взбитыми сливками 1.08кг Малина,шт.,8,535.64,644
,,,101158,Напитки/Кофе/Какао/Сливки,Какао 135гр БебиФокс,шт.,10,66.7,92
,,,1351,Сладкое/Шоколадные плитки/пасты,Плитка Аленка Ассорти 90 гр,шт.,15,100.67,130
,,,2000999844346,Сладкое/Мороженое,Экзо мороженое манго-маракуйя 270 гр,шт.,1,342,415
,,,2000999843950,Игрушки,Пистолет пистон 007,шт.,5,15,45
,,,487,Весовые товары/Мясное,АМ Колбаса Столичная,кг,0.973,734,885
,,,655,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Апельсин новый,кг,47.95,153.846153846154,225
,,,99918,Напитки/Чай/Кисель,Калмыкский чай плиточный Х10 (плитка),шт.,4,220,265
,,,1116955,Игрушки/Машинки,Семерка на пульте,шт.,2,1280,1975
,,,117,Весовые товары/Мясное,Абуев рулет из индейки,кг,0.0350000000000001,546,675
,,,111108,Напитки/Соки,Шоколад Улькер с орехами 65 гр,шт.,2,169.666666666667,205
,,,103690,Напитки/Чай/Кисель,Чай Кежо 200гр Сказка востока,шт.,3,300.6,360
,,,105146,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Майонез Махеев Оливковый 800мл,шт.,1,148.81,180
,,,525,Весовые товары/Выпечка,Козинак Букет Злаков (МС),кг,0.0659999999999997,354.75,445
,,,103189,Напитки/Соки/Энергетик,Энергетик Лит Энержи 0.5л,шт.,276,69.1666666666667,95
,,,2000999844171,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Рис Дарман 5 кг премиум,шт.,4,600,718
,,,1118439,Химия/Для себя/Мыло,Крем вокруг глаз  с витаминами С,шт.,5,60,285
,,,105441,Служебная группа,Миллер 38гр (банан),шт.,20,33.5,50
,,,96848,Продукты Питания/Специи,Ванилин 1.5гр,шт.,11,4.5,10
,,,1122,Весовые товары/Мясное,Башаров колбаса Ханская нальчикский МК,кг,3.933,297,365
,,,103747,Детские товары,Подгузники Хаггис девочкам 6 44шт,шт.,8,950,1170
,,,102819,Напитки/Соки,Сок Добрый Апельсин 0.5л,шт.,72,52.66625,78
,,,1118998,ДЛЯ КАССЫ/Посуда,Вешалка черная,шт.,2,81,150
,,,1119032,ДЛЯ КАССЫ/Посуда,Кружка 1.25 л,шт.,4,40,90
,,,104485,Сладкое/Конфеты/Печенья упаковки,Печкис в белой глазури 0.6кг Печенюш,шт.,2,318,397
,,,1119596,Для дома,Клей премиум 200 мл,шт.,8,200,350
,,,1118963,Напитки/Чай/Кисель,Чай Бета мультифрут 25 пакет,шт.,3,66,90
,,,2000999844175,Напитки/Соки,Кекс клубничные в глазури 180 гр,шт.,5,133.34,162
,,,1119084,Сладкое/Прочее/Милка,Дубайское пироженое 40 гр,шт.,6,70,100
,,,104571,Продукты Питания/Специи,Пюре картофельное Ролтон 240гр,шт.,11,104,128
,,,2000999844049,Жевачка,Ментос без сахара 21 гр,шт.,12,125,150
,,,104357,Продукты Питания/Павильное Питание,Хлебцы Dr.Korner 90грАбрикосовые,шт.,8,45.24,68
,,,1117447,ДЛЯ КАССЫ/Леденцы,Фрукт. пюре Бонди90 гр черника,шт.,38,40,53
,,,96133,Напитки/Соки,Сок Любимый 1л,шт.,41,90,115
,,,98979,Напитки/Вода,Минералка Ессентуки 4 1.5л,шт.,6,91.6666666666667,125
,,,98492,Для дома,Клей моментальный Супер Клей 2.5г,шт.,37,6.66666666666667,15
,,,2000999844045,Сладкое/Прочее/Турецкие сладости,Ментос жвачка йогурт 120 гр,шт.,7,180,220
,,,95014,Сладкое/Прочее/Кукурузные палочки/Поп Корн,Попкорн шоколадная карамель 150гр ВКУСНО МАЙ,шт.,17,66.6666666666667,95
,,,458,Весовые товары/Конфеты,Конфеты Батончики 6мес (Альфа),кг,4.61,373.86,448
,,,1005,Весовые товары/Выпечка,АМ Колбаса Мусульманская сырокопченая,кг,0.00900000000000001,1783.004048583,2085
,,,1118719,Жевачка,Ментос фанта 37 гр,шт.,8,42.5,60
,,,1119472,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Кетчуп чили 200 мл,шт.,9,54.6,78
,,,1119278,Продукты Питания/Быстрое питание,Роллтон лапша халяль 90 гр,шт.,39,60.4166666666667,83
,,,1178,Напитки/Чай/Кисель,Чай Бета ОПА 500 гр,шт.,3,520,625
,,,2000999843961,Химия/Для себя,Кукла музыкальная,шт.,2,2200,2885
,,,97135,Сладкое/Домашняя выпечка,Торт Каприз маленький Азбука Вкуса,шт.,4,375,445
,,,111006,Сладкое/Конфеты/Печенья упаковки,Круассаны с Шок 900гр 45сут (Холод) (Альфа),шт.,2,278,337
,,,1118786,Химия/Для себя/Полость рта,Тряпки с58,шт.,4,188,235
,,,95708,Сладкое/Мармелад/Драже/Карамель/М энд Мс/Скитлс/ и тп,Ммдерс 360гр,шт.,2,300,360
,,,96775,Напитки/Кофе/Какао/Сливки/Кофе,Кофе Маккофе арабика 2гр,шт.,24,8.04,15
,,,1098,Весовые товары/Выпечка,Пряник Приятный Арма,кг,1.666,178.571428571429,215
,,,1118361,Химия/Для себя/Мыло,Доха мыло,шт.,6,49.3333333333333,65
,,,741,Весовые товары/Конфеты,Финики вес,кг,2.376,545.454545454546,647
,,,96429,Напитки/Соки,Пепси 1л,шт.,20,68.3333333333333,110
,,,108616,Чипсы,Хлебцы Dr.Korner 100гр Ржаные Классические,шт.,9,70.96,95
,,,1116544,Сладкое/Мармелад/Драже/Карамель/Мармелад,ЧЧ Мелоди Пупс 15 гр,шт.,9,31.1039583333333,45
,,,1117581,Для дома/Салфетки,Туалетная бумага богатырь,шт.,13,33,45
,,,1119742,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Пшено корона кавказа 700 гр,шт.,5,40,62
,,,821,Фрукты/Овощи/Зелень/Зелень,Перец Болгарский деш,кг,46.094,68.8524590163934,115
,,,2000999844236,Детские товары,Соска пустышка будь здоров 2 шт,шт.,2,134,170
,,,1333,Напитки/Кофе/Какао/Сливки,Каппучино 20порций TORA BIKA,шт.,8,275,367
,,,100764,Напитки/Соки,Нектар стом 1л,шт.,24,132.83,160
,,,1515,Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар,Сахар 5кг Краснодарский дом,шт.,6,320,384
,,,96297,Детские товары,НАН 1 400гр с рождения,шт.,7,650,775
,,,2000999844355,Химия/Для себя,Бритва Бик муж 4 шт,шт.,4,254,315
,,,95553,Химия/Для себя/Шампунь,Шампунь Хеден Шолдарс 400 мл,шт.,15,150,292
,,,100323,Сладкое/Прочее/Милка,Плитка риттер спорт 100гр,шт.,3,149.76,236
,,,1119577,Для дома,Веник и совок большой,шт.,3,220,350
,,,107281,Сладкое/Батончики/бисквиты,Мини Рулет Глазир 200г Яшкино,шт.,5,91.55,117
,,,106958,Сладкое/Мороженое,Мороженое Снежные Узоры 70гр,шт.,16,14,20
,,,653,Весовые товары/Выпечка,Пряники кольцо динсладии (Альфа) 23дн,кг,7.252,170.666666666667,242
,,,97490,ДЛЯ КАССЫ/Прочее.,Стакан одноразовый Маленький,шт.,1120,1.275,4
,,,9666,Сладкое/Прочее/Милка,Плитка Милка Бабли Белый 95гр,шт.,10,110,145
,,,110706,Сладкое/Прочее,Скандис 14г,шт.,15,53,80
,,,1119607,Химия/Ароматная,Тенис 23,шт.,2,250,350
,,,1119162,Хлеб/Мучное,Слоенные булочки,шт.,5,15,30
,,,1119102,Химия/Для себя,Газовая горелка белая,шт.,9,95.004,125
,,,1119732,Химия/Для себя,Сильвер защита от воды 200 мл,шт.,3,246,297
,,,96673,Сладкое/Прочее/Киндер,Киндер Чоко Бонс 125гр,шт.,5,330,385
,,,2000999844122,Химия/Для себя/Прокладки,Влажные салфетки Эдельвис 72 шт,шт.,10,50,75
,,,102908,Сладкое/Прочее,Мерси 400гр,шт.,5,695,945
,,,1119041,Химия,Чистящее средство 600 мл,шт.,4,212,255
,,,106539,Продукты Питания/Быстрое питание,Лапша Чиз рамен 95гр,шт.,2,75.5,95
,,,2000999844358,Химия/Для себя,Бритва бик 3 сенс женская,шт.,2,620,745
,,,1118972,Продукты Питания/Специи,Разрыхлитель кулинар 8 гр,шт.,2,8,13
,,,95910,Напитки/Соки,Акапелла 0.5 мультифрукт,шт.,6,75.27,105
,,,1118444,Химия/Бытовая химия,Мыло от акне,шт.,9,35,100
,,,863,Весовые товары/Мясное,Абуев Грудка н/кости ЦБ (лоток),кг,9.17,402,498
,,,107325,Кошачьи товары,Корм Для Кошек 75гр Феликс Кролик в желе,шт.,2,29.99,33
,,,102423,Сладкое,Шарики Любятово 200гр Шоколадный,шт.,2,104.666666666667,130
,,,1117578,Напитки/Соки,Сок Летний сад 5 л персик,шт.,8,110.5,140
,,,103693,Химия/Бытовая химия/Порошки,Экологичный Очиститель Стиралити 20 в 1,шт.,6,240,335
,,,1119352,Химия/Для себя/Полость рта,Пакеты фасовочные 100 шт,шт.,9,63.26,100
,,,1118543,Весовые товары/Драже,Соус терияки 200 гр,шт.,2,99.57,125
,,,96404,Чипсы,Чипсы кукурузные Миссион 90гр,шт.,6,66.74,95
,,,102176,Продукты Питания/Консервы/Зелень,Фасоль красная 425мл Кормилица,шт.,1,66.67,90
,,,96662,Напитки/Чай/Кисель,Хан Чай 30порций с черным перцем,шт.,11,330,396
,,,109756,Сладкое/Мармелад/Драже/Карамель,Конфеты Желейные 1кг,шт.,4,286,365
,,,1118477,Электроника,Набор зарядок для автомобиля,шт.,5,330,485
,,,13493,Напитки/Чай/Кисель,Калмыкский чай плиточный Х20 (половинка),шт.,3,195,235
,,,1119309,Чипсы,Чипсы Ямчип 90 гр,шт.,11,150,220
,,,108585,Напитки/Кофе/Какао/Сливки/Кофе,Кофее Клуб 3в1 50пак,шт.,7,374,448
,,,1118783,Химия/Для себя/Полость рта,Тряпки домлюкс 30 на 30 5 шт,шт.,3,197,245
,,,97886,Сладкое/Прочее/Милка,Милка Плитка 87-92,шт.,86,105,145
,,,96548,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт Фруттис 115гр 5пр,шт.,16,28.56,40
,,,1119631,Химия/Для себя,Кукла клубничка,шт.,1,600,950
,,,95484,Химия/Бытовая химия,Гриль Профессионал Грасс,шт.,6,191.7,229
,,,100014,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр моцарелла пицца 370гр Бонфесто,шт.,3,315,378
,,,1119167,Для дома/Скотч/Изолента,Изолента черная,шт.,10,86.769,110
,,,47,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Яблоки зеленые,кг,57.882,87,147
,,,1119462,ДЛЯ КАССЫ/Прочее.,Зубная паста глистер 50 мл,шт.,4,220,270
,,,103093,Сладкое/Вафли/Зефир,Мягкие вафли 400гр Слакон,шт.,3,240.61,295
,,,1119504,Сладкое/Прочее/Кукурузные палочки/Поп Корн,Кукурузные палочки решка 60 гр,шт.,1,43.3333333333333,65
,,,1119307,Детские товары,Гуниб 0.5 муьтифрукт,шт.,9,78.24,105
,,,110656,Сушеные Рыба/Говядина,Анчоус Сущ 36гр Сухогруз,шт.,1,80,105
,,,95093,Продукты Питания/Быстрое питание,Бульон 90гр Роллтон,шт.,35,25,35
,,,1118818,Напитки/Соки/Энергетик,Энергетик болд жб 0.500 мл,шт.,2,96.34,120
,,,102903,Сладкое/Мармелад/Драже/Карамель,Мармелад Досиле Канудинхо 70гр (ЦВ. карандаши клубника),шт.,8,72.36,145
,,,101559,Сладкое/Прочее/Милка,Плитка милка МММАКС Алмонд труфель 300гр,шт.,3,345,415
,,,109885,Продукты Питания/Молочка/Сыр/Копченый Сыр,Несквик завтрак шарик и подушки 310 гр,шт.,1,300,325
,,,1119043,Химия/Бытовая химия,Чистящее средство удаляет налет,шт.,4,199,238
,,,111159,Напитки/Соки,Скитлс 136гр тропические фрукты,шт.,3,165,207
,,,109438,Химия/Для себя/Шампунь,Шампунь 400мл Олд Списе,шт.,26,150,330
,,,2000999844225,Детские товары,Шампунь актив детский,шт.,4,100,137
,,,1119275,Служебная группа,Чан рамен лапша с сыром 120 гр,шт.,1,57.5,80
,,,1118133,Химия/Для себя/Крем,Скраб + маска для лица,шт.,5,110,350
,,,234,Весовые товары/Драже,Драже Вкусные Привычки (Альфа) 3мес,кг,3.374,237.5,325
,,,95469,Напитки/Соки,Витаминофф 1.25л,шт.,34,74.4,100
,,,1119778,Сладкое/Шоколадные плитки/пасты,Плитка Казахстан премиум 100 гр,шт.,22,175,
,,,109111,Продукты Питания/Молочка/Сыр/Копченый Сыр,Обжаренная Кукуруза 60гр,шт.,14,62,97
,,,1119501,Напитки/Вода,Вода 5 л Эвер,шт.,25,50,80
,,,96383,Сладкое/Мороженое,Пломбир в вафельном стакане 100гр Ассорти КОРОВКА,шт.,133,70,88
,,,101998,Для дома,Тряпки 30 х 30 5шт,шт.,7,113,150
,,,1119677,Для дома,Фольга форма 805 мл,шт.,24,11,30
,,,101148,Напитки/Кофе/Какао/Сливки,Цикорий Насыщеный 95гр Кофейня,шт.,1,328.3,397
,,,1118908,Продукты Питания/Полуфабрикаты,Фри,шт.,1,130,175
,,,97709,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Соус Махеев 230гр Терияки с соевым соусом,шт.,1,66.65,96
,,,2000999844390,Химия/Для себя/Полость рта,Жидкое мыло для гигиены 200 мл,шт.,4,117.8,0
,,,99169,Для дома/Салфетки,Салфетки Соффионе 500 шт,шт.,6,134,185
,,,2000999844271,Детские товары,Мочалка-руковичка,шт.,2,286,347
,,,1118888,Жевачка,Чупа чупс маленький,шт.,152,7,15
,,,104522,Сигареты,Плитка Яшкино Белый 90гр,шт.,5,106.95,135
,,,1119218,Химия/Для себя/Полость рта,Зубная щетка оролби слассик,шт.,13,35,60
,,,1115864,Фрукты/Сухофрукты,Финики цукари 0.5 кг пласт,шт.,8,270,328
,,,95675,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Батончик сникерс 50.5гр,шт.,164,42.5,55
,,,2000999843967,Химия/Для себя,Посуда розовая в корзине,шт.,1,360,485
,,,1214,Напитки/Кофе/Какао/Сливки/Кофе,Кофе Якобс 47.5 гр,шт.,3,156.67,186
,,,9964,ДЛЯ КАССЫ/Подгузники,Тапочки 6,шт.,22,450,750
,,,2000999844420,Напитки/Соки,Сок J-7  цитрусовый микс 850 мл,шт.,8,255,
,,,1119506,Для дома/Салфетки,Салфетка 30/40,шт.,4,94,130
,,,1118682,Сухарики,Сухари кирешки макс 40 гр,шт.,6,12.31,20
,,,2000999844016,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Крахмал картофельный 300 гр,шт.,5,40,60
,,,1118880,Продукты Питания/Павильное Питание,Грибочки в коробочке 42 гр,шт.,5,137.5,180
,,,96918,Продукты Питания/Консервы/Мясо,Говядина тушеная 0.325кг Халяль,шт.,7,202,260
,,,112,Весовые товары/Конфеты,Конфеты Суфаэль Акконд,кг,0.128,499,615
,,,2000999844038,Напитки/Чай/Кисель,Дубайский шоколад фундук 100 гр,шт.,5,500,750
,,,96168,Продукты Питания/Молочка/Сметана/Творог,Сметана Хозяюшка альпийских лугов 400гр 20пр,шт.,6,62.5,76
,,,98757,Чипсы/Лейс,Лейс 50гр Сметана и зелень,шт.,36,45.8333333333333,48
,,,1115944,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Гавайска смесь 400 гр Агама,шт.,2,131.66,157
,,,110692,Продукты Питания/Павильное Питание,Шок Клубника 50гр,шт.,4,53.2277777777778,130
,,,97934,Химия/Для себя/Прокладки,Прокладки Олвейс ультра 10шт,шт.,2,126,157
,,,2000999844132,Для дома,Перчатки одноразовые 50 шт,шт.,10,20,40
,,,1119566,Химия/Для себя,Пудра Люксвизажист эксперт,шт.,2,300,450
,,,1117309,Сладкое/Прочее,Чоко пай апельсин 8 штук,шт.,1,112,170
,,,2000999844312,Детские товары,Будь здоров пустышка 2 шт,шт.,3,220,278
,,,1116554,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Рис для плова Краснодар 900 гр Минстраль,шт.,5,129.59,155
,,,1119550,Сладкое/Печенье/Пряники,Дубайский сердце,шт.,45,88.4025974025974,175
,,,105306,Напитки/Соки,Сок ДОБРЫЙ 2л ассорти,шт.,2,181.666666666667,220
,,,109154,Сушеные Рыба/Говядина,АМ Колбаса Нарезка 50гр,шт.,2,131,170
,,,1070,Весовые товары/Выпечка,Карамельное Настроение (МС),кг,0.224,219.68,298
,,,8557,Хлеб/Мучное,булочки с начинкой,шт.,4,20,40
,,,110961,Служебная группа,КонгМаракуя Натуральный 500гр в лодочке Ихляс,шт.,5,320,387
,,,97125,Сладкое/Домашняя выпечка,Каприз Нарезной Азбука вкуса,шт.,3,250,300
,,,1118949,Напитки/Кофе/Какао/Сливки/Кофе,Кофе арабика 2 гр,шт.,11,10.87,17
,,,1118398,Напитки/Соки,Кока Кола Япония 300 мл,шт.,14,220,265
,,,1119130,Продукты Питания/Павильное Питание,Мармелад бебето 135 гр,шт.,18,131.06,157
,,,110303,Напитки/Чай/Кисель,Чай Теессам 250гр,шт.,6,205,248
,,,2000999843991,ДЛЯ КАССЫ/Аксессуары,Наушники айфон 1,шт.,4,370,550
,,,1119174,Для дома/Скотч/Изолента,Патрон пластиковый,шт.,5,65.422,90
,,,109893,Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар,Сахар со Стевией 280гр Мини Калорие,шт.,5,118.29,145
,,,2000999844112,Химия/Для себя/Прокладки,Влажные салфетки Розе Вет,шт.,9,85,125
,,,2000999844381,Химия/Бытовая химия/Порошки,Хелен харпер подгузники 3ка,шт.,3,425,0
,,,1119528,Служебная группа,Носки детские с130,шт.,10,22,50
,,,2000999844341,ДЛЯ КАССЫ/Химия,Отбеливатель Амвэй,шт.,1,1400,1625
,,,107011,Химия/Ароматная,Мармелад чупа чупс 150 гр,шт.,8,103.99,195
,,,99066,Напитки/Соки,Сок Добрый 0.33 с крышкой,шт.,36,48.25,70
,,,110046,Сушеные Рыба/Говядина,Желтый полосатик 100гр Флотская,шт.,22,246.54,298
,,,1119498,Химия/Для себя/Полость рта,Эрвик,шт.,4,350,575
,,,1119608,Химия/Ароматная,Шампунь ассорти,шт.,6,200,350
,,,99160,Сладкое/Вафли/Зефир,Ханута 44гр Вафли,шт.,17,75,100
,,,1118887,Продукты Питания/Павильное Питание,Фруктовая соломка леди баг,шт.,28,18.4,40
,,,110255,Продукты Питания/Консервы/Мясо,Шпроты 160гр ж/б Русский Рыбный Мир,шт.,3,73,105
,,,105092,Служебная группа,Дирол xxl,шт.,22,31.9166666666667,45
,,,106549,Сухарики,Гренки 150гр,шт.,9,63,82
,,,1787,Хлеб/Хлеб1,Лимузин,шт.,26,41,50
,,,95219,Напитки/Соки/Энергетик,Энергетик Горилла стекло 275мл,шт.,160,60.4166666666667,85
,,,1119665,Напитки/Кофе/Какао/Сливки/Кофе,Конфеты Сорбон 200 гр,шт.,24,259,320
,,,110296,Продукты Питания/Молочка/Сгущенка,Сгущенка Вареная 380гр ж/б Молочный Союз,шт.,10,108,135
,,,1119250,Сигареты,ЛД новый,шт.,19,180,210
,,,1119058,Канцтовары,Бумага для заметок,шт.,19,28,50
,,,97317,Напитки/Кофе/Какао/Сливки/Кофе,Кофе Тчибо 47.5гр Эксклюзив,шт.,5,170,205
,,,104069,Фрукты/Сухофрукты,Кофе Мехмед ефенди 100гр,шт.,7,155,190
,,,1118808,Для дома,Швабра 9868,шт.,2,1250,1600
,,,110586,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт Питьевой 690гр Вкуснотеево,шт.,2,170.99,210
,,,251,Весовые товары/Мясное,Кумк Колбаса Одесская,кг,3.077,496.068888056908,595
,,,1208,Напитки/Чай/Кисель,Чай Гринфилд 100 гр,шт.,10,110,137
,,,1116761,Детские товары,Агуша 100 гр груша,шт.,15,37.9666666666667,50
,,,95917,Напитки/Вода,Минералка ЕССЕНСКАЯ 17 0.45л,шт.,24,54.5833333333333,80
,,,1115723,Химия/Для себя/Мыло,Жидкое Мыло 500мл Докса,шт.,3,108,175
,,,469,Весовые товары/Выпечка,Пряники Кольцо динсладии глазированные 30сут (Альфа) 25дн,кг,1.204,224,298
,,,1119146,Химия/Бытовая химия/Порошки,Туалетная бумага полоса,шт.,12,20,45
,,,1119459,Сладкое/Мармелад/Драже/Карамель,Милка бони бон 72.9 гр,шт.,14,115,155
,,,1119414,Сигареты,Бумажные полотенца 1 рулон,шт.,1,154.77,190
,,,2000999843949,Игрушки,Пистолет 3281,шт.,5,60,100
,,,1118800,Канцтовары,Альбом 8 листов,шт.,1,25,50
,,,99484,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт питьевой Чудо 270гр,шт.,15,69.99,95
,,,2000999844131,Для дома,Шпашки бамбуковые,шт.,3,30,50
,,,1119208,Сладкое/Прочее/Киндер,СухарикиА4 зелень 40 гр,шт.,1,31.2,55
,,,106648,Напитки/Соки,Акапелла 0.5 Ябл банан,шт.,13,75.27,105
,,,101655,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Кетчуп Махеев 300гр Татарский,шт.,8,70.25,95
,,,98088,Напитки/Соки/Энергетик,Пиво Бавария безалкогольное 0.5 стекло,шт.,15,69.99,110
,,,97774,Напитки/Соки,Стом 1.5л,шт.,2,109.73,140
,,,2000999844214,Детские товары,Бимбо кондиционер для белья 3л,шт.,2,443,535
,,,102152,Продукты Питания/Специи,Паприка 50гр,шт.,5,40,60
,,,109340,Сладкое/Мармелад/Драже/Карамель/Мармелад,Мармелад Стакан 200гр,шт.,1,125,160
,,,96158,Продукты Питания/Молочка/Сметана/Творог,Сметана Чабан 700гр 25пр,шт.,1,273.33,328
,,,97684,Продукты Питания/Быстрое питание,Петра 50гр лапша,шт.,41,10.3571428571429,15
,,,1118987,Продукты Питания/Консервы/Мясо,Сельдь за родину с гарниром 185 гр,шт.,4,94.5,125
,,,1118500,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Деликатесный соус острый 140 гр,шт.,9,75.69,100
,,,1119118,Напитки/Кофе/Какао/Сливки,Пончик шт,шт.,33,55,100
,,,103622,Сладкое/Мороженое,Эскимо ореховое 60 гр,шт.,32,24,37
,,,104336,Продукты Питания/Павильное Питание,Батончик Нут-Го миндаль/арахис 36гр,шт.,22,32.7911111111111,48
,,,2000999844247,Детские товары,Бюбхен гель для купания 400 мл,шт.,3,666,787
,,,95210,Напитки/Соки/Энергетик,Энергетик Борз 0.5л,шт.,4,37.5,55
,,,1119340,Химия/Бытовая химия/Порошки,Газовый балон щука 1,шт.,11,75.06,120
,,,1116365,Химия/Для себя/Полость рта,Зубная паста АкваФреш 95 гр Сб,шт.,9,84,120
,,,96915,Напитки/Соки,Алоэ вера 1500мл Бест,шт.,3,100,125
,,,1119087,Электроника,Аукс фр 29,шт.,2,180,300
,,,1119180,Химия/Для себя,Кусачки А8,шт.,9,75,110
,,,1118684,Кошачьи товары,Корм для кошек 75 гр,шт.,75,15.8571428571429,23
,,,2000999844273,Детские товары,Мыло хозяйственное детское,шт.,5,50,78
,,,106127,Химия/Бытовая химия,Пакеты для Мусора 120л 10шт Плюше,шт.,1,110.07,140
,,,1115994,Сушеные Рыба/Говядина,Анчоус 40 гр Флотская,шт.,17,71.66,98
,,,375,Весовые товары/Выпечка,АМ Колбаса Кавказия,кг,0.979,982,1178
,,,1119536,Напитки/Чай/Кисель,Калмыцкий чай плитка целая,шт.,3,380,457
,,,97785,Электроника,Батарейки Энержайзер ААА 4 МАКС,шт.,3,276,340
,,,2000999844365,Химия/Для себя,Белый кот очиститель для унитазов,шт.,5,290,348
,,,1115618,Напитки/Кофе/Какао/Сливки/Кофе,Кофе Голден игл 3 в 1 25порций,шт.,7,268,336
,,,1118571,Напитки/Соки,Мохито Дин клубника 0.5 мл,шт.,3,45.8333333333333,65
,,,441,Весовые товары/Выпечка,Печенье Опята в бел и темн глазури (Грибочки) (Альфа),кг,0.2,378.571428571429,455
,,,99706,Продукты Питания/Специи,Разрыхлитель теста 12гр Лавка,шт.,11,10,23
,,,100997,Продукты Питания/Молочка/Молоко/Кефир/Сливки,молоко простоквашино 950гр 2.5пр,шт.,4,170,205
,,,2000999844107,Жевачка,Перец чили резанный 350 гр,шт.,8,109.59,150
,,,919,Служебная группа,Колечки С Сахаром,кг,0.356,590,707
,,,1118349,Служебная группа,Духи женские Каролина Эррера 80 мл,шт.,3,299,2350
,,,1119691,Продукты Питания/Полуфабрикаты,Котлеты хазчам,шт.,3,400,480
,,,1119171,Для дома/Скотч/Изолента,Отвертка мастер,шт.,1,131.22,165
,,,1118688,Напитки/Чай/Кисель,Чай Абумалик 150 гр,шт.,4,270,325
,,,1118864,Химия/Ароматная,Резиновые перчатки,шт.,30,29.09,50
,,,1920,Обувь,Тапочки кроксы,шт.,11,360,530
,,,102697,Продукты Питания/Молочка/Молоко/Кефир/Сливки,кефир простоквашино 930гр 3.2пр,шт.,2,132.99,157
,,,2000999844070,Напитки/Соки,Пакеты фасовочные 500 шт,шт.,10,200.8,350
,,,98906,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр Российский 200гр Брест Литовск,шт.,4,172.5,208
,,,1046,Весовые товары/Драже,Козинаки аппетитные альфа,кг,2,290.5,
,,,476,весовые 1/Выпечка1,Печенье сахарное Пиф Паф Альфа,кг,0.712,159.333333333333,230
,,,99285,Напитки/Кофе/Какао/Сливки,Несквик Какао 420гр,шт.,3,320,420
,,,1115815,Семечки,Колготка детская КАТАЯ,шт.,3,135,300
,,,110614,Продукты Питания/Консервы/Мясо,Килька балтийская неразделанная 230гр МОРСКАЯ ДЕРЖАВА,шт.,5,108,135
,,,2000999844163,Продукты Питания/Консервы/Мясо,Печень трески по мурмански 240 гр,шт.,3,151.97,180
,,,1119031,ДЛЯ КАССЫ/Посуда,Электроплитка м2,шт.,1,1800,2425
,,,1118554,Электроника/Гаджеты,Часы,шт.,2,2400,2850
,,,1117033,Кошачьи товары,Вода моя цена,шт.,1,29.99,75
