Unnamed: 0,Unnamed: 1,Unnamed: 2,Код,Группа,Наименование,Ед. изм.,Количество,Приходная цена,Розничная цена
,,,1278,Сладкое/Конфеты/Печенья упаковки,Пышка шалунишка в белой глазури 0.8кг (Альфа),шт.,2.4,263,317
,,,1119159,Кошачьи товары,Корм для кошек феликс 75 гр говядина,шт.,2,25,35
,,,96476,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Молоко Эконом 1л 3.2пр,шт.,240,80,100
,,,96425,Продукты Питания/Павильное Питание,Заменитель сахара 60гр 60шт Фит Парад 7,шт.,3,142.53,170
,,,104998,Служебная группа,Плитка ритер спорт ром иззюм и орех 100 гр,шт.,4,193,235
,,,1119284,ДЛЯ КАССЫ/Леденцы,Орбит без сахара,шт.,10,21,35
,,,1118548,Чипсы,Капуста Джамиля,шт.,23,130,185
,,,1119056,Канцтовары,Набор геливых ручек,шт.,4,64,100
,,,746,Весовые товары/Мясное,Абуев Крыло ЦБ (Лоток),кг,0.924,317,415
,,,1119321,Напитки/Кофе/Какао/Сливки/Кофе,Кофе арабика для турки 100гр,шт.,2,204.85,244
,,,1118788,Химия/Для себя/Полость рта,Тряпки универсальные 3 шт,шт.,2,86,115
,,,2211,ДЛЯ КАССЫ/Прочее.,Яйца белые лоток,шт.,6,225,290
,,,1118831,Чипсы,Начос сыр 150 гр,шт.,7,87.18,150
,,,1119571,Химия/Бытовая химия,Клей премиум 400 мл,шт.,9,400,500
,,,100899,Напитки/Соки,Сок Добрый Апельсин 1.5л,шт.,24,84.4555555555556,130
,,,320,Весовые товары/Выпечка,Крендельки с кунжутом соленые (D024) (МС),кг,0.536,161.28,218
,,,1118283,Напитки/Соки,Стом Ирландский 1.5 л газом,шт.,13,49.67,80
,,,1119434,Химия/Для себя,Расческа с бантиком,шт.,5,160,250
,,,1119533,Весовые товары/Выпечка,Козинак арахисовый 170 гр,шт.,4,60,85
,,,206,Весовые товары/Мясное,Конфеты нямик Глазированные,кг,1.196,340.35,408
,,,2000999843969,Химия/Для себя,Аромасвеча с камнями,шт.,6,200,300
,,,1118845,Сигареты,Какао белый мишка в гранулах 300 гр,шт.,2,195,238
,,,1116548,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Кит Кат Плитка 99 гр,шт.,13,175,215
,,,1269,Сладкое/Конфеты/Печенья упаковки,Печенье Курабье 0.65кг (Альфа),шт.,5,202,250
,,,2000999844167,Продукты Питания/Консервы/Мясо,Кальмар копченый беерка 18 гр,шт.,5,37.84,48
,,,1119267,Химия/Бытовая химия,Доместос чистящее средство 500 мл,шт.,7,116.16,157
,,,2000999843946,Игрушки,Пистолет длинный с  зерка,шт.,4,200,260
,,,99284,Сладкое/Батончики/бисквиты,Шоколад темный Бабаевский 50гр с начинкой,шт.,21,59,85
,,,1118403,Электроника/Гаджеты,Перчатка для игры с фонарем,шт.,1,350,500
,,,1119482,Химия/Для себя/Шампунь,Аос ассорти 450 мл,шт.,13,85,115
,,,99299,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Томатная паста 280гр Королевский вкус,шт.,6,64.8333333333333,90
,,,2000999844224,Детские товары,Детский гель для душа Леврана,шт.,3,229,292
,,,1117970,Сладкое/Домашняя выпечка,Дубайский милке 34 гр,шт.,7,89.1,128
,,,9767,Служебная группа,Молоко Простоквашино 970гр 1.5пр Безлактозное,шт.,6,170,205
,,,1119397,Сухарики,Лукум сарма с орехами 400 гр мир сладостей,шт.,1,200,248
,,,1107,Весовые товары/Вафли вес,ВС Стэшки Слоен с Сахаром Альфа,кг,2.078,185.6,265
,,,100739,ДЛЯ КАССЫ/Кухня,Финики Алмаз Ихляс,шт.,20,179.67,218
,,,103476,Продукты Питания/Морепродукты,Стейк Пангасиуса 1кг,шт.,11,322,397
,,,2000999844321,Детские товары,Бимуника молочко 250 мл,шт.,2,232,387
,,,9676,Хлеб/Мучное,Маффин 2шт,шт.,93,85,110
,,,2000999844406,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Крупа манная Мистраль 900гр,шт.,4,110.09,0
,,,1119328,Химия/Машинный отдел,Тряпка 38/77 серая,шт.,3,140,180
,,,101595,Напитки/Вода,Серноводская 0.5л,шт.,15,24.26,35
,,,289,Весовые товары/Конфеты,Конфеты Нямик 7мес,кг,3.246,285,348
,,,1119540,Сладкое/Прочее/Милка,Плитка Альпен Гольд 150 гр,шт.,3,140,175
,,,1119178,Весовые товары/Конфеты,ножницы зингер 2,шт.,4,80,110
,,,1118629,Химия/Бытовая химия,Некусайка раптор,шт.,2,350,435
,,,2000999844285,Детские товары,Гель для посуды Юкосан арбуз,шт.,2,287,375
,,,440,Весовые товары/Вафли вес,Сухари Ванильные Люкс (Альфа),кг,1.43,252.8,327
,,,1119392,Фрукты/Сухофрукты,Пряники шоколадные 500 гр мир сладостей,шт.,3,83.17,110
,,,5759,ДЛЯ КАССЫ/Прочее.,Спички упаковка,шт.,100,16,25
,,,1118772,Игрушки,Камри муз металл,шт.,2,1250,1885
,,,1118779,Химия/Для себя/Полость рта,Зубная Щетка лмк 8001,шт.,2,109,140
,,,95311,Напитки/Соки,Кока Кола 0.9л,шт.,285,77.5,115
,,,109135,Продукты Питания/Молочка/Сметана/Творог,Творог домашний,шт.,1,180,240
,,,1119373,Игрушки,Гусеница 80,шт.,1,650,950
,,,1117203,Напитки/Соки,Чипсы баст 160 гр оригинал,шт.,3,192.14,245
,,,97674,Для дома,Пакеты звезда,шт.,7,220,265
,,,1117521,Посуда,Протеиновый десерткейк 50 гр фисташка,шт.,3,110.4,135
,,,100058,Химия/Бытовая химия/Порошки,Порошок Ариэль 4.5кг,шт.,2,590,725
,,,1166,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр плавленый сливочный 400гр HOCHLAND,шт.,1,279.99,420
,,,108200,Напитки/Кофе/Какао/Сливки,МакКоффее 3 в 1 Стронг 20гр,шт.,92,12.92,17
,,,102521,Сладкое/Домашняя выпечка,Трайфл (корзинка) Азбука Вкуса,шт.,7,285,342
,,,1119091,Для дома,Горелка газовая 2,шт.,10,150,150
,,,105798,Продукты Питания/Молочка/Йогурт/Пудинг,ЛактоГурт 0.7г,шт.,37,120,145
,,,1119012,ДЛЯ КАССЫ/Посуда,Турка 540 мл,шт.,2,810,1150
,,,111142,Служебная группа,Напиток с шариками 620мл ассорти,шт.,8,130,185
,,,2000999844327,Детские товары,Сказка ложка для кормления,шт.,1,45,75
,,,1119479,Химия/Для себя/Шампунь,Гель для душа палмалив 750 мл белый,шт.,2,285,350
,,,110299,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр плавленый Чеддер 200гр Бургер,шт.,3,135.9,165
,,,1117855,Продукты Питания/Молочка/Йогурт/Пудинг,Йогурт питьевой теос 260 гр,шт.,4,70,98
,,,335,Весовые товары/Мясное,"ММ Куриная Грудка варено-копченная, кат.А",кг,1.828,650,785
,,,111371,Детские товары,Печенье Фруто Няня яблоко тыква,шт.,3,150.15,180
,,,109757,Сладкое/Мармелад/Драже/Карамель,Конфеты Желейные Овальные 1кг,шт.,9,286,375
,,,1119150,Продукты Питания/Консервы/Мясо,Биг ланч вкусная пауза,шт.,45,27,35
,,,181,Весовые товары/Выпечка,Печенье к кофе с шоколадным вкусом 8мес (Альфа),кг,0.198,247.4,307
,,,97686,Для дома/Салфетки,Бумажные полотенца Плюш 1 рулон 2слоя,шт.,6,77,110
,,,1118204,Служебная группа,Эпилятор кемил 1107,шт.,5,549,950
,,,1119003,ДЛЯ КАССЫ/Посуда,Сито роза,шт.,4,115,200
,,,96770,Продукты Питания/Молочка/Йогурт/Пудинг,Шоколадный коктель 350мл Брендовый,шт.,8,200,265
,,,110511,Напитки/Соки/Энергетик,Горилла 450мл ж/б Арбуз Дыня,шт.,51,69.5833333333333,95
,,,160,Весовые товары/Выпечка,Печенье Москва (Евразия) (МС),кг,0.83,174.72,238
,,,1119319,Продукты Питания/Крупы/Макароны/Хлопья,Кашка минутка 37 гр ассорти,шт.,21,12.29,20
,,,99077,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр плавленый 400гр Виола,шт.,9,220,264
,,,1119635,Химия/Для себя,Аромасвеча разная,шт.,10,80,130
,,,1119439,Сладкое,Мед горный 250 гр,шт.,1,100.79,150
,,,103545,Напитки/Соки,Сок Добрый Кока Кола без сахара 0.5л,шт.,4,57.875,85
,,,1115911,Продукты Питания/Консервы/Мясо,Килька Обж в Т/С 240 гр Черноморская,шт.,3,67.99,118
,,,1118438,Химия/Для себя,Восстанавливающий крем с муцином улитки 100 мл,шт.,5,90,275
,,,1119269,Продукты Питания/Быстрое питание,Пюре роллтон с говядиной 55 гр,шт.,1,56.25,72
,,,2000999844372,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Милка экстра 190 гр молочная,шт.,5,315,385
,,,104479,Служебная группа,финики Алжир 200г,шт.,3,60,90
,,,1183,Напитки/Чай/Кисель,Чай Марьям 400 гр,шт.,7,420,485
,,,1118529,Сладкое/Конфеты/Печенья упаковки,Батончик гранола с орехами,шт.,10,40.95,60
,,,15,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Клубника весовая,кг,15.022,1296.875,1485
,,,100749,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Рис янтарный 2кг Марва,шт.,2,240,288
,,,108292,Сушеные Рыба/Говядина,Желтый полосатик 50р Флотская,шт.,55,109,137
,,,2000999844215,Детские товары,Бимбо гель для стирки 3 л,шт.,2,515,618
,,,110598,Сладкое/Шоколадные плитки/пасты,Альпен голд 85гр Черника Орео,шт.,1,84.99,105
,,,1223,Напитки/Кофе/Какао/Сливки/Кофе,Кофе Нескафе Голд 190 гр,шт.,4,575,690
,,,1119132,Напитки/Соки/Энергетик,Энергетик инзари 0.5 мл,шт.,16,1,75
,,,2000999844241,Детские товары,Шампунь-кондиционер Лилу,шт.,3,317,412
,,,1119073,Канцтовары,Набор гелевых ручек 10 шт,шт.,1,136,175
,,,1118652,Напитки/Соки,J7 Ассорти 0.97л т/пакет яблоко,шт.,10,144.07,270
,,,2000999843942,Игрушки,Герой в пакете,шт.,5,150,250
,,,98922,Сладкое/Прочее,Чоко Пай 6шт Орион,шт.,1,75,100
,,,1119466,Игрушки,Игрушка у Фреда,шт.,7,40,200
,,,1119730,Химия/Для себя,Стельки всесезонные Антизапах,шт.,5,132,165
,,,96448,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Майонез Слобода Провансаль 750гр 67пр,шт.,7,153.27,192
,,,99804,Продукты Питания/Консервы/Мясо,Шпроты в масле ж/б 160гр (112гр) ГОСТ,шт.,4,99,125
,,,572,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Мандарин,кг,6.45,90,150
,,,102763,Чипсы/Лейс,Лейс 37гр Сметана и зелень,шт.,5,44.4444444444444,60
,,,108620,Сладкое/Прочее/Готовый завтрак (Хлопья),Готовый завтрак Кит Кат 190гр,шт.,8,275,335
,,,1116215,Напитки/Соки,Рич Вишня 0.2 Стекло,шт.,8,77,105
,,,1118775,Игрушки/Машинки,Пожарная на пульте,шт.,2,950,1350
,,,1117922,Напитки/Соки/Энергетик,Энергетик болд 0.5 мл,шт.,9,91.6666666666667,125
,,,1501,Фрукты/Овощи/Зелень/Зелень,Лук зеленый,шт.,44,25,50
,,,111028,Игрушки/Машинки,Машинка Джип,шт.,2,585,850
,,,1508,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Груша Форель,кг,31.132,266.666666666667,397
,,,1119276,Чипсы,Чипсы биг бон 130 гр,шт.,6,140,180
,,,1072,Весовые товары/Вафли вес,Вафли Со Сгущ изюм и Арахисом в Шок Глаз (Альфа),кг,3,365.333333333333,452
,,,1119234,Химия/Для себя/Мыло,Мыло доха  4 шт,шт.,22,122,147
,,,1116267,Химия/Для себя/Полость рта,Зубная щетка Орал Б ЭКсперт,шт.,6,35,60
,,,1119423,Одежда/Носки/Гольфы,Носки мужские ф 532,шт.,10,20,90
,,,104502,Напитки/Соки,Акапелла 0.5 Ананас,шт.,10,87.56,95
,,,343,Весовые товары/Вафли вес,Печенье Американо Мир сладостей,кг,2.106,209.45,297
,,,1118718,Жевачка,Ментос микс 37 гр,шт.,6,42.5,60
,,,1117261,Сладкое/Батончики/бисквиты/Батончики/Пирожные,Леденец токсик 42 гр зеленая,шт.,5,110,140
,,,1118981,Продукты Питания/Консервы/Мясо,Килька обжаренная 240 гр за родину,шт.,4,91.9,120
,,,2000999844417,Электроника,Удлинитель космос 5 метров,шт.,3,279.856666666667,
,,,97339,Напитки/Кофе/Какао/Сливки/Кофе,Кофе Бушидо 50гр Оригинал,шт.,10,450,545
,,,1117214,Жевачка,Холс манго 25 гр,шт.,4,45.36,60
,,,1118584,Игрушки/Пистолеты/Мячи,Мяч простой,шт.,5,220,350
,,,109137,Напитки/Соки,Стом 1л,шт.,90,80.85,105
,,,106565,Масла/Масла сливочные,Масло сладкосливочное Брест-Литовское 82.5пр 400гр,шт.,2,456.5,548
,,,1118356,Служебная группа,Духи женские Виктория секрет 100 мл 1,шт.,4,299,2350
,,,1119189,Канцтовары,Дневник фит 5-11 кл,шт.,3,70,120
,,,1050,Весовые товары/Выпечка,Веретено с Сахаром МС,кг,2.1,284.742857142857,365
,,,1117482,Напитки/Кофе/Какао/Сливки/Кофе,Маккофе 22 гр лесной орех,шт.,25,14.38,20
,,,1118496,Сладкое/Домашняя выпечка,Чайник электрический 4108,шт.,1,776.19,1300
,,,2000999844242,Детские товары,Шампунь мое солнышко 200 мл,шт.,3,105,145
,,,2000999844366,Химия/Для себя,Дезодорант жилет мужской,шт.,4,211,255
,,,102294,Одежда/Носки/Гольфы,Мужские носки Версаче,шт.,20,30,100
,,,1115664,Продукты Питания/Молочка/Сметана/Творог,Фруто Няня ФрутоПавсы 20гр,шт.,3,75.78,100
,,,1119285,Продукты Питания/Крупы/Макароны/Хлопья,Роллтон лапша с грибами 90 гр,шт.,21,56.25,79
,,,904,Фрукты/Овощи/Зелень/Фрукты/Ягоды,Виноград Зеленый КОРЕЙСКИЙ,кг,2.33,280,385
,,,1119117,Семечки,Капучино гоолд уп,шт.,3,280.54,347
,,,97899,Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар,Сахар 10кг Краснаодарский дом,шт.,1,650,785
,,,100095,Сладкое/Печенье/Пряники,Сухарики ореховые с изюмом 500гр ТОТЛИ,шт.,12,146.076,175
,,,1118715,Сладкое/Прочее/Милка,Милка мини чоко вафер 110 гр,шт.,2,220,270
,,,1119367,Продукты Питания/Консервы/Зелень,Косметичка 803,шт.,6,113.333333333333,250
,,,2000999843992,ДЛЯ КАССЫ/Аксессуары,Переноска многофункциональная 301,шт.,4,750,950
,,,2000999844159,Продукты Питания/Консервы/Мясо,Сардина в томатном соусе 230 гр,шт.,5,140.69,170
,,,1116316,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр Российский 400 гр Юговской 50 пр,шт.,1,315,387
,,,2000999844337,ДЛЯ КАССЫ/Химия,Ополаскиватель для полости рта Амвэй,шт.,2,810,957
,,,96139,Продукты Питания/Крупы/Макароны/Хлопья,гнезда 450гр MAKFA,шт.,1,87.5,115
,,,1117242,Химия/Для себя/Мыло,Мыло Декс 4 шт,шт.,8,122,147
,,,834,Весовые товары/Мясное,АМ Колбаски Охотничьи,кг,0.0230000000000003,980,1178
,,,1119768,Химия/Для себя/Полость рта,Зубной порошок отбеливающий 140 гр,шт.,3,49.72,0
,,,2000999844127,Для дома,Ажурки 20 см,шт.,1,150,250
,,,1119262,Кошачьи товары,Лоток для кошек простой,шт.,2,250,350
,,,103576,Сушеные Рыба/Говядина,Бастурма из говядины 40гр Кавказские деликатесы,шт.,27,195,235
,,,104780,Служебная группа,Яшкино Печенье Клуб 190гр,шт.,4,49.45,75
,,,107354,Сладкое/Мармелад/Драже/Карамель,Пистолет Чупа Чупс 8гр,шт.,6,91.6666666666667,135
,,,1118762,Игрушки,Трактор фермерский на пульте,шт.,1,425,750
,,,793,Весовые товары/Конфеты,Конфеты Ломтишкка с мармеллоу глазированный,кг,1.002,632,865
,,,94952,Продукты Питания/Молочка/Сгущенка,Молоко сгущеное 850 гр КОРЕНОВСКОЕ,шт.,4,187,225
,,,96204,ДЛЯ КАССЫ/Леденцы,Лове из,шт.,787,3.89,6
,,,1118484,Сухарики,Гренки крутой окер холодец 65 гр,шт.,3,28.6,45
,,,2000999844093,Детские товары,Погремушки,шт.,4,290,397
,,,1506,Весовые товары/Мясное,Абуев желудок ЦБ  лоток,кг,1.87,195,265
,,,1117475,Фрукты/Сухофрукты,Грецкий орех в шок.глазури 250 гр,шт.,3,211.25,285
,,,337,Весовые товары/Мясное,АМ Колбаса говяжья,кг,0.005,995.004608294931,1194
,,,1118993,ДЛЯ КАССЫ/Посуда,Салатник 5 л 1817,шт.,2,275,420
,,,1117525,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Кетчуп острый авира 850 мл,шт.,1,74.25,100
,,,104102,Электроника,Батарейка Energaizer LR03 ААА2шт,шт.,2,138.6,175
,,,95250,Сушеные Рыба/Говядина,Тунец 40гр ФЛОТСКАЯ,шт.,26,140,195
,,,97533,Продукты Питания/Быстрое питание,Роллтон 40гр пюре,шт.,37,34.6666666666667,47
,,,1119235,Химия/Для себя/Мыло,Краска для волос  колор,шт.,13,199,245
,,,97818,Сладкое/Прочее/Кукурузные палочки/Поп Корн,Кукурузные палочки стритеры 90гр ВКУСНОМАМА,шт.,4,140,170
,,,1119241,Напитки/Соки,Кофе латте лест бе жб 240 мл,шт.,31,73.3333333333333,105
,,,1162,Продукты Питания/Молочка/Сыр/Копченый Сыр,Сыр творожный для кулинарии180гр HOCHLAND,шт.,4,175,210
,,,1118350,Служебная группа,Духи женские баккарат белый 70 мл,шт.,7,299,2350
,,,1117768,Продукты Питания/Павильное Питание,Бомб бар кокосовый торт40 гр,шт.,21,69.3,95
,,,1119329,Химия/Машинный отдел,Тряпка зайчат средняя,шт.,4,40,70
,,,130,Весовые товары/Конфеты,Романтика Славянка,кг,0.866000000000001,272.8,395
,,,16771,Посуда,Боржоми 1.25 л,шт.,1,151.99,250
,,,2000999844382,Химия/Бытовая химия/Порошки,Дискрет супер прокладки,шт.,6,250,0
,,,729,Фрукты/Овощи/Зелень/Овощи,Помидоры Розовые,кг,0.151999999999959,180,232
,,,95011,Сладкое/Прочее/Кукурузные палочки/Поп Корн,Попкорн с карамелью 200гр БАНАН,шт.,2,87.5,115
,,,97239,Сладкое/Мороженое,Мороженое Орео,шт.,27,95,90
,,,102551,Сладкое/Прочее/Милка,Плитка Милка 100гр Фундук Цельный,шт.,12,103,145
,,,104475,Служебная группа,Финики Королевские 500гр,шт.,2,510,612
,,,1118139,Химия/Для себя/Крем,Масло для волос 50 мл,шт.,10,180,350
,,,103596,Детские товары,Пюре Фруто няня 90гр Яблоко Груша с творогом,шт.,42,39.5833333333333,53
,,,103840,Сушеные Рыба/Говядина,Мясные снеки 30гр ХасПродукт,шт.,2,127,160
,,,1119426,Одежда/Носки/Гольфы,Носки мужские уют,шт.,10,40,100
,,,2000999844418,Напитки/Вода,Мевер 0.75 мл,шт.,24,31.16,
,,,2000999844251,Детские товары,Паомма бутылочка с ручками 300 мл,шт.,3,490,617
,,,99315,Электроника,Батарейки Дюраселл ААА 4,шт.,6,125,165
,,,2000999844154,Продукты Питания/Молочка/Сгущенка,Сгущенка Азовское 1400 гр,шт.,2,224,270
,,,1118826,Весовые товары/Выпечка,Сахарное драже,шт.,7,125,150
,,,1118352,Служебная группа,Духи женские гуччи 100 мл,шт.,5,299,2350
,,,1118830,Чипсы,Начос краб 90 гр,шт.,1,66.74,95
,,,1119280,Сладкое/Прочее,Мармелад бургер 32 гр,шт.,14,83.3333333333333,120
,,,1346,Сладкое/Прочее/Киндер,Киндер шоколад 100гр,шт.,13,185,210
,,,1118933,Служебная группа,Бульонница 0.45 мл,шт.,2,520,625
,,,109931,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Кетчуп Махеев 300гр Кавказский,шт.,7,70.5,95
,,,106101,Продукты Питания/Крупы/Макароны/Хлопья/Крупы,Цолода 1кг Булгур с Вермишелью,шт.,2,99,125
,,,103331,Продукты Питания/Павильное Питание,Хлебцы Dr.Korner 34гр  с шоколадом,шт.,3,63.59,88
,,,96851,Продукты Питания/Молочка/Молоко/Кефир/Сливки,Сливки Петмол 1000гр 33пр,шт.,4,500,597
,,,1119491,Химия/Для себя/Шампунь,Пинцет 13 зингер,шт.,5,65,100
,,,103763,Временно,Круг для моря 59260,шт.,2,190,470
,,,2212,ДЛЯ КАССЫ/Прочее.,Яйцо желтое штучно,шт.,811,5.33,8
,,,1119183,Химия/Для себя,Маркер красный 424,шт.,12,30,50
,,,1119581,Жевачка,Тесторезка,шт.,4,80,130
,,,1118641,Фрукты/Сухофрукты,Папая сушеная 70 гр,шт.,7,70,115
,,,107564,Детские товары,Каша Фруто няня Овсяная  200гр,шт.,7,111.428571428571,148
,,,2000999844084,Детские товары,Пупс в коробке 253,шт.,2,570,787
,,,1119547,Продукты Питания/Мука/Сахар/Соль/Крахмал/Сахар,Жарим мясо сливочно-чесночный 300 гр,шт.,2,129,167
,,,102870,Для дома/Салфетки,Бумажные полотенца Зезаг Вайт Макси 2сл 1рул,шт.,6,80,108
,,,110157,Напитки/Соки,Натахтари 0.33л ж/б,шт.,7,66.6666666666667,95
,,,103043,Фрукты/Сухофрукты,Фисташки 300гр Аль Ихляс,шт.,1,270,325
,,,1118226,Семечки,Фисташки триумф 60 гр,шт.,9,110,140
,,,1119612,Химия/Для себя,Микки маус 50 см,шт.,6,530,850
,,,1119765,Хлеб/Хлеб1,Хлеб Шатой,шт.,16,25,35
,,,1118630,Химия/Бытовая химия,Москитол раптор,шт.,1,220,270
,,,2000999844034,ДЛЯ КАССЫ/Посуда,Кукла с набором,шт.,1,1350,2150
,,,2000999844140,Напитки/Кофе/Какао/Сливки,Кисель быстрорастворимый,шт.,1,135,165
,,,109258,Продукты Питания/Павильное Питание,Мюсли 350гр с Орехом ОГО,шт.,3,134.13,162
,,,104802,Химия/Для себя,Рыб Деревня Шпроты в масле 270гр стек,шт.,3,191.37,235
,,,1077,Весовые товары/Конфеты,Конфеты Чеви Стикс Якар,кг,6.086,701.5,841
,,,102909,Сладкое/Прочее,Мерси 250гр,шт.,10,290,425
,,,111338,Напитки/Вода,Махачкала минералка 0.6 л,шт.,15,27.68,45
,,,1119473,Сладкое/Конфеты/Печенья упаковки,Печенье медовое Сладость,шт.,1,260,312
,,,1118769,Игрушки,Фура с музыкой,шт.,1,875,1350
,,,1118705,Сладкое/Шоколадные плитки/пасты,Плитка бабаевский с фундуком и изюмом 90 гр,шт.,2,126,150
,,,106659,Сладкое/Конфеты/Печенья упаковки,Сгущенное Молоко 430гр (Морозов),шт.,3,99.66,125
,,,1118858,Служебная группа,Пакеты чайкоф,шт.,5,280,350
,,,98412,Продукты Питания/Консервы/Мясо,Шпроты в масле из салаки 175гр МОРСКАЯ ДЕРЖАВА,шт.,4,159.66,198
,,,1281,Сладкое/Прочее,Чоко Пай Карамель 12шт ORION,шт.,2,190,252
,,,98686,Напитки/Соки,Спрайт 0.5л,шт.,3,45.8333333333333,70
,,,1118787,Химия/Для себя/Полость рта,Тряпки с43,шт.,2,212,265
,,,1119289,Хлеб/Хлеб1,Хлеб хаус,шт.,16,45,55
,,,107466,Служебная группа,Кукуруза Сладкая Королевский Вкус Ж/Б 425г,шт.,6,63,88
,,,106570,Продукты Питания/Майонез/Кетчуп/Уксус и т.п.,Майонез Слобода Гриль 320гр,шт.,2,81.65,98
,,,1119210,Напитки/Вода,Вода начитанная 5 л,шт.,5,110,200
,,,1119578,Для дома,Веник и совок мини,шт.,4,40,80
,,,1118383,Игрушки,Круг для моря 3,шт.,2,150,250
,,,2000999844412,Весовые товары/Выпечка,Чизкейк Танзила,шт.,2,300,
,,,1118892,Электроника/Гаджеты,Тройник 1632,шт.,2,340,485
,,,99227,Напитки/Соки,Сок Малышам 0.33л яблочный,шт.,23,52,78
,,,1119303,Весовые товары/Конфеты,Бон пари конфеты со вкусом колы 500 гр,шт.,9,124.88,250
,,,101763,Напитки/Чай/Кисель,Хан Чай 30порций с солью и мускатным орехом,шт.,4,330,410
,,,101298,Посуда,Липтон Лимон 1.5,шт.,7,119.99,220
,,,1119614,Химия/Для себя,Зайка в свитере средняя,шт.,2,750,1100
,,,1118669,Сладкое/Конфеты/Печенья упаковки,Печенье Юбилейное традиционное 224 гр,шт.,8,45.09,75
,,,1116186,Напитки/Соки/Энергетик,Адреналин Экстра красный 0.449 л,шт.,1,129.99,150
,,,1117446,Сладкое/Конфеты/Печенья упаковки,Печенье хиппо 32 гр сгущенка,шт.,1,13.915,20
,,,100302,Химия/Для себя,Помада гигиеническая 2.8гр Лаборотория природы,шт.,9,41.42,65
,,,2000999844026,Игрушки,Кукла бэби,шт.,1,1200,2000
,,,1118707,Напитки/Кофе/Какао/Сливки,Конфеты гонг,шт.,5,395,595
,,,106105,Химия/Бытовая химия,Салфетка Резиновая 40/55см,шт.,5,170,225
,,,95185,Сладкое/Прочее/Милка,Милка Чоко Жафа 147 гр,шт.,32,135,178
,,,2000999844164,Продукты Питания/Консервы/Мясо,Сайра натуральная 250 гр,шт.,5,198.43,247
,,,1119023,ДЛЯ КАССЫ/Посуда,Набор рюмок 6 шт Греция,шт.,2,518,750
,,,1115792,Сигареты,Табак Беломорканал,шт.,5,170,200
,,,1119406,Игрушки,Мишка 3889,шт.,2,360,600
,,,550,Весовые товары/Конфеты,Конфеты Отломи пралине мини,кг,2.81,583,785
,,,99168,Напитки/Соки/Энергетик,Адреналин Раш 0.449 Ягодный,шт.,2,119,150
,,,2000999844335,Сладкое/Мороженое,Мороженое лоток 1 кг вишня,шт.,3,280,340
,,,106885,Продукты Питания/Консервы/Мясо,Скумбрия атлант/натур 240гр Доброфлот,шт.,5,197.12,238
,,,2000999844246,Детские товары,Детский шампунь Лилу 3,шт.,3,205,248
,,,1118282,Сладкое/Вафли/Зефир,Вафли тоньше и вкусные,шт.,12,53.08,78
,,,1118342,Служебная группа,Духи мужские 212 100 мл,шт.,4,329,2350
,,,96335,Сладкое/Мороженое,Пломбир с вареной сгущенкой,шт.,318,25,37
,,,98771,ДЛЯ КАССЫ/Посуда,Монстр стекло энергетик,шт.,17,200,250
,,,8011,Для дома,Прищепки В Ведре,шт.,4,220,300
,,,1116987,Продукты Питания/Полуфабрикаты,Чебуреки мерз даар,шт.,4,350,420
,,,96159,Продукты Питания/Молочка/Сметана/Творог,Сметана Чабан 700гр 40пр,шт.,2,400,480
,,,1118988,Продукты Питания/Консервы/Мясо,Килька рыбная деревня 240 гр,шт.,2,86.9,115
,,,2000999844274,Детские товары,Детский крем Лилу 75 мл,шт.,5,213,265
,,,1118950,Весовые товары/Мясное,Ам чипсы мясные 30 гр,шт.,2,124,155
,,,106931,Для дома/Салфетки,Полотенце 50 шт Элита,шт.,9,150,185
,,,96479,Продукты Питания/Молочка/Йогурт/Пудинг,Сырок Белый медведь 40гр,шт.,23,18.2222222222222,28
,,,107341,Продукты Питания/Крупы/Макароны/Хлопья,Кашка Минутка слив Вкус 5пак 185гр,шт.,4,77.38,103
,,,2000999844207,Детские товары,Пенка для купания Лилу 2в1,шт.,2,356,435
,,,97558,Посуда,Конфеты Сердце 235 гр,шт.,2,480,850
,,,1118331,Химия/Для себя/Бритвы,Станки женские 12 шт,шт.,4,149,185
,,,700,Весовые товары/Выпечка,Галетное печенье Армавирское Армавир (МС),кг,1.182,160.857142857143,228
,,,1118854,Служебная группа,Ведро 1.5 л,шт.,15,45,75
,,,615,Весовые товары/Конфеты,Конфеты Иванович миндаль,кг,4.5,474.38,570
